Uniprot_A,Uniprot_B,author_score
Q6UY14-1,Q9Y223-1, 0.883604496345
O75716,Q96EY1-3,-
P54646,Q93062-3,-
Q6NVV7,Q9H0I2-1, 0.671314342723
Q3LI72,Q8N5M1, 0.722026803293
I3L0A0,Q5JX71, 0.640495629778
Q7Z2X7,P50222,-
Q53TS8-1,Q9BYV2-1,-
O75569-1,Q9NX58,-
Q0VD86-1,Q53HV7-2, 0.815419780075
O96014,O75690, 0.886586789577
A8MV81,Q5JXX7, 0.840213820946
Q8NE01-1,Q9BRK4,-
Q969W8-1,Q9HAQ2-1, 0.696627970443
Q92843-1,Q9H9P2-1, 0.682985895159
P17028-1,Q96N95-3, 0.715971956732
P30536-1,Q96BA8-1, 0.805330261506
Q8WWY3-1,O75525-1,-
P09012,P14373-1,-
Q6ZMS7-2,Q7L2H7-1, 0.758290365739
Q9UPY8-1,P52815, 0.718032749481
Q06455-4,A0A088AWP1, 0.856108032205
O75360,B0QYN7, 0.900689628923
D6RD99,Q9NUH8-1, 0.638797885814
O00560-1,Q8WV19, 0.721725705413
Q8N5R6-4,O14964-1,-
Q8IZQ1-1,Q9HCM9-2,-
P62987,Q15038-1, 0.944082879665
P61968,Q9HAT0-1, 0.89913220117
Q58EX7-1,Q86UW9-1, 0.845031574835
Q9UBY5,Q3SXP7,-
Q00526,Q969G2, 0.858380636971
H0YH91,Q04864-2, 0.894041244913
O60336-1,Q8IUG1, 0.855129436886
P60410,Q6PJG9, 0.882573090511
Q9P0S3,Q99942,-
O76011,P07510-2, 0.884834512651
O60906,Q9NUH8-1, 0.675297287537
Q13131-1,O14503,-
P35711-4,Q9BVG8-5,-
P50222,O00295,-
Q3MJ62,Q9P0L1-2, 0.870491184264
Q96A72,Q04864-2, 0.894041244913
P40189-1,G5E962,-
Q8NCE0-1,Q96N21-1,-
P51687,Q96D03,-
O00505,Q96MH2, 0.87048496786
P58317,Q8WV44-1, 0.889282268957
Q9NX04-1,Q96R06,-
Q3V5L5-5,P18825, 0.838253242553
Q96BA8-1,Q9NUQ2, 0.7940580935
P24593,Q6UX15-2,-
Q07627,Q8N370-1, 0.875038822927
Q13131-1,Q8N1B4-1,-
Q14CN2-1,Q8NI22-1, 0.681832948056
Q15323,Q8TC90,-
Q6FI81-1,O76003, 0.935834360997
P54852,Q95460-2, 0.728404198523
P55081,Q9H8W4,-
P23142-4,P42830, 0.8335165319
Q8N9E0,Q9P0M6,-
Q92843-1,Q8IV31, 0.678191577062
P11802-1,P55273, 0.934513901375
Q4VC44-1,Q96ED9-2, 0.872517449754
Q7Z7G2,Q9BRI3-1, 0.656437789456
Q8N448,A0A0A0MQU4,-
Q6PJH3,Q8IYX3-2, 0.799476791871
Q5JR59-3,Q9ULM2,-
Q2TBE0-1,Q9NRD5-1, 0.904653530417
Q6QHK4,Q68G74-1, 0.914356752231
O95833,Q8NCR6-1, 0.809986145267
Q7L273,Q13049, 0.904483648182
C9K0J8,I3L3J2, 0.851208033798
Q8TBB1-1,Q8WW34-2, 0.890512727409
Q8N8B7-1,Q8NA61-2, 0.912506838283
Q8NA54-1,P14373-1,-
Q8TAP6-1,Q96AT1,-
P02538,Q15323,-
Q86YD7,Q96Q35-2, 0.791814258924
Q29RF7-3,P50222, 0.883522970269
Q16623-1,Q8NC01, 0.895744071186
P0DP24,Q8NCR3-1,-
P60981-1,Q86VP1-1, 0.884545200569
O75928-2,Q7Z6I8-1, 0.78144502216
P80188-1,Q86Y79, 0.834668270114
O95967,Q969U6-1, 0.875999455377
P30301,P48051, 0.710274032249
P60228,Q8IY42,-
Q9BYQ0,O76064-1, 0.700613818258
O95995-1,P19012-1, 0.907348582045
O43615,Q96DZ9-2,-
P40692-1,O95243-2, 0.896152396659
P15814-1,B3EWG6,-
Q9UIJ7-1,P60410, 0.908428107998
Q96LI6-1,Q7L1I2-1,-
Q08117-2,Q8IZ69-1, 0.88433598745
Q9BWG6-1,Q0VD86-1,-
Q8TBE1,Q9H7M9, 0.68833674887
A0A0C4DFT7,O43889-2,-
ENSP00000462298.1,Q9Y5Y7, 0.898938582466
Q96GX9-1,Q96GX9-1, 0.925965124653
O15427,Q8N9N5-2,-
P51959-1,Q15025-1,-
Q9HCG8,Q16825, 0.838451705558
Q5TA79,Q9BYQ0, 0.842445722165
O43653,Q92843-1,-
P15408-1,Q02930-4,-
P47989,Q9Y3R0-3, 0.815071845811
Q08426-1,P49447-1,-
Q96JC9-1,P37108, 0.703353802941
Q9GZM5,P60410,-
Q16543,Q9BWT7-1, 0.856512616671
Q8WV44-1,Q9H0K6-1,-
P11686,P38484, 0.682191696219
Q96EZ8-1,G5E962,-
Q92824-2,Q9NVL1-2, 0.767675930864
Q9NRJ3-1,Q8WTU0,-
A0A0C4DFT7,O43765, 0.915979334606
P40692-1,Q8NA61-2, 0.907708748847
Q9Y342,Q8TBP5, 0.680036757601
Q8NA54-1,Q15669,-
Q15642-2,Q15642-2, 0.901044183811
Q8N5M1,Q9NZD8-1, 0.949223213284
Q9NUL5-4,Q9BYQ4,-
Q8N5G2-1,P49639, 0.813780739382
O95159,O15393-1, 0.825634267579
Q96LR4,Q92624,-
Q9BXY8-1,Q9BRK4,-
Q8IUG1,Q92537, 0.911386161244
Q8N9Q2,Q14498-3,-
Q9BVT8,Q96EQ0, 0.81024353515
Q15038-1,Q8IUC2,-
P49910,Q6A162,-
Q6NYC8-1,Q9UJV3-2, 0.901818343436
O14493,Q5SR56-1, 0.660120496115
P59990,Q96LJ7, 0.801778426816
Q9P0S9,Q5JXX7, 0.837042246674
Q9H8W4,Q8N7W2-2,-
Q9H788-2,ENSP00000476265.1,-
O43889-2,Q9Y6G1,-
P30273,Q9NVC3-1, 0.679012962779
P48380-1,P50222, 0.874320148609
P62837-1,Q9HCM9-2, 0.911562566776
Q8NE01-1,B8A4K4, 0.922149321024
A7MD48,Q05519-2, 0.901902522848
Q5TD97,Q9UBP5, 0.800042845342
P43351-1,P50222, 0.915588506823
Q70EK8,O75553-5,-
Q5T5B0,Q99750, 0.938259725007
Q9NUL5-4,O43597,-
Q9UQ90-2,Q8ND90, 0.895993357396
P55273,P61236-2, 0.698726412573
Q8TBB6,Q5JXX7, 0.76685149602
P10276-1,P48443, 0.910135050728
Q8IYX3-2,Q5JR59-3,-
P61978-2,O60504-1,-
A0A0A0MS70,Q9NWZ3-1,-
P56524-2,Q96ED9-2, 0.897143340401
O76003,P60331, 0.926591595538
P41271-1,Q9UMX0-1, 0.878056023861
P78371-1,P50991-1, 0.815000644142
O14964-1,Q96HT8, 0.90573182028
P43220,Q7Z3S9-1, 0.905551945553
Q9BW85,ENSP00000476265.1,-
Q5VYK3,Q6RW13-2,-
Q96L08-1,Q9BVK8-1, 0.67996870123
Q15642-2,Q8IZP0-5, 0.878242392572
Q14533,Q9BQD3,-
B1AHH4,P08779, 0.876577784828
Q8N1B4-1,Q96PN8, 0.891959420666
Q9NSU2-1,Q15125, 0.704881965516
E9PAL0,Q12797-6,-
P31949,Q96HA8-1, 0.665611642075
Q92625-1,B8A4K4, 0.927970677266
Q6NZ36-4,Q96D03, 0.83211595735
Q9BXF9,Q03989-5, 0.809121932351
Q86U70-2,Q9UBR4-2, 0.924589271712
P15336-1,Q9BVG8-5,-
Q16563-1,Q8N0V3-1, 0.725149117933
P05090,Q96Q45-2, 0.900242341729
P09012,Q969G2, 0.798423261426
ENSP00000435033.1,P60409,-
Q8NEF3-1,Q96LR2,-
Q8N7B9-1,O76011, 0.887190792941
P13647,P19012-1,-
Q9C026-5,Q9Y297-1,-
Q9NRD5-1,Q7Z6G3-2, 0.911422312236
Q9Y4Z0,O43586-1,-
Q6IPU0-1,Q8N6Y0-1, 0.777478260049
Q9NUB1-1,Q08AM6-1,-
Q8TAU3-1,Q59EK9-3, 0.912172422189
P55081,Q8N1B4-1, 0.877225804385
Q96LL9,Q9NQQ7-1, 0.673104478634
B8A4K4,O43184-2, 0.934313749969
Q96C03-1,P18859-1, 0.701151128453
O43559,Q8ND83-2,-
Q5JX71,Q6PI78, 0.627889401006
P61289-1,P61289-1, 0.937778426091
Q96HH6-1,P57054-2,-
O95070,Q9BRK0-1,-
A0A0S2Z436,P17661,-
Q53QW1,Q9UHD4, 0.894360439238
Q3LI70,Q8NEC5, 0.823673892651
Q9Y3E2,Q96CA5-1, 0.899434731183
O43639,Q13094,-
Q9BYE3,Q9BYQ0, 0.934809997601
Q6ZSS7,Q5TF39, 0.67395513213
A0A087WTJ8,Q15834,-
P49639,O76015, 0.909881180233
Q8NE01-1,Q07627, 0.914293384196
O95393,Q6NSX1, 0.696202321558
Q8WTV0-2,P26371,-
P61086-1,Q99942, 0.934917172803
Q9ULC0-2,Q96EQ0, 0.917613926781
Q06547-1,Q12933-1,-
O95870-1,Q9NX94-1, 0.670873402486
O95183,Q9NR31-1,-
Q8TBM7-1,Q9NR31-1, 0.687828457301
O76064-1,P60410, 0.917667469942
O43617-1,Q8IUR0, 0.937063298606
Q8TCE9-1,Q8N720-1, 0.876312394547
P60331,Q15973-3,-
P00387-1,Q13571, 0.669283616873
P49760-1,Q96EG3, 0.889334519039
Q8WU43,P51808, 0.849886422934
O43592,P62826, 0.820933111619
Q08426-1,Q9NR28-1,-
Q9H019-1,P43365,-
P49917,Q13426-2,-
P53801,Q9BVX2-1, 0.833826480431
Q9H2F3-1,A0A0C4DH14, 0.812652464016
P21145-1,Q16623-1, 0.919808130239
Q8N6F1-2,O43557-1, 0.840825317636
P57682-1,Q68G74-1,-
Q5T752,P60409, 0.900193529161
Q14055,Q9UHD9, 0.915915380253
Q93062-3,Q96M29, 0.80251675002
Q8IXB3,P50222, 0.92479526283
O76003,P17027-1,-
O95376,O14933-1, 0.924561149451
A6NEM1-1,P29597, 0.860044318878
P50222,Q9BRU9-1, 0.908270397865
Q9NRD5-1,Q04864-2, 0.899879067108
Q9NSU2-1,O00623, 0.674406862374
Q92569-1,Q5VWN6-1, 0.869788607954
O43186,Q9UI47-1, 0.882248421012
Q53G59-1,Q7Z7H8-1,-
P49910,Q9UJV3-2, 0.88826077233
Q7L2R6-2,Q86WV8, 0.821156138324
Q8IYB1,Q96QF0-7, 0.906420757351
Q9C086,Q9H2G4, 0.855670077906
Q9Y5U9,P57054-2,-
Q5JR59-3,Q8IYE0-1,-
Q8IYI8,P60328, 0.876649040343
Q13895,Q9H9H4,-
O95967,Q9C004-1, 0.804868780506
Q99675,Q8TEB9-1, 0.750351938604
A0A087WYE4,Q9UBB9-1,-
Q15742-1,Q8TCD6,-
Q9H0I2-1,Q96KN3-1, 0.668650118094
Q08AG5,Q5JR59-3,-
Q13323,Q9HD36, 0.944495208929
O14493,Q8NBJ4-1, 0.687441223075
P49910,P0C7H8, 0.873158401281
Q8IZ57,Q9Y5Y7, 0.717664406163
A0A0A0MR97,O75031-1, 0.894847046073
Q7Z419-1,Q9UMX0-1, 0.890783837687
Q9Y2K6,ENSP00000452142.1, 0.801774613099
Q9BXY8-1,Q6A163, 0.891475143541
P09619-1,P60328, 0.848034851633
Q9NVC3-1,Q99942,-
Q5BVD1-1,P27105-1, 0.854528137981
O43561-2,Q9Y680-2, 0.728844747289
P25791-1,P17023-1,-
Q9NZ43-1,Q6NSX1, 0.713043551179
P55081,Q8N5R6-4, 0.906763588773
Q13526,Q96AA8-1,-
P55081,P52741-1,-
Q96D03,Q9UK45, 0.947131370868
Q9NW38-1,Q9UKT9-1,-
Q8WV44-1,Q8WV44-1, 0.92545880673
O43184-2,Q9BYQ4, 0.890813273316
O75558,Q92993-1,-
O43439-4,O43439-4,-
Q9UFW8,Q04864-2, 0.894041244913
Q96JW4,Q9GZY8-5, 0.88581508172
Q8TAP6-1,Q9NNX1-2,-
Q12933-1,Q8TD31-1,-
O60894,Q16617,-
Q5JXX7,Q9BRK0-1, 0.727526947566
O75558,Q13895,-
Q969G3-1,P0C7W6,-
Q9P0N9-1,Q9Y250-1, 0.901622233041
Q8TDF6-2,Q9NRS4-1, 0.708595013763
P55040,Q9H257-2, 0.911013611245
P49639,P60372, 0.888283344588
Q92993-1,Q9NQM4, 0.897258061771
A0A0C4DFQ0,Q9NX04-1,-
Q9NW38-1,Q96H20-1, 0.800194642171
Q96C03-1,Q96HR9-2, 0.910876860071
Q8N661,Q96SA4-1,-
A0A0C4DG42,O95947-1, 0.863276912282
P15153,P53365-1, 0.710854835804
Q9BQ66,Q9UGL9, 0.817331125926
Q96MN9-2,ENSP00000476265.1,-
Q8TBM7-1,Q15125, 0.720709451365
P29400-2,P36021, 0.775757174187
Q7Z5P4-1,Q9Y320-1,-
Q96MY7-2,Q86T90-1, 0.858644140257
Q6P2D0-1,Q9H2G4, 0.861773061908
P48730-1,Q5T7W0-2, 0.866441711553
Q6GPH4-1,P55072, 0.880780020706
P51668,Q9HCM9-2,-
Q8IVJ1,Q96Q45-2, 0.832956475236
O60831,Q6QNK2-1, 0.685060683569
Q06455-4,Q7Z6J0-1, 0.871196911135
O15160-1,Q9NZ72-1, 0.747810600291
Q96LT7-1,P49770,-
Q15287-1,P49760-3,-
Q9H0A9-2,Q9NPB3-1, 0.695074855257
Q02930-4,Q93062-3,-
ENSP00000476265.1,P63218,-
A6NI15,P24844-2, 0.83325334956
Q01974,P86496,-
Q9H2S6-1,Q9HB07, 0.696872516565
Q7Z4W3,Q08AM6-1, 0.890385550188
P02652,Q9H5X1-1, 0.716211211743
Q08426-1,Q8N5K1, 0.792017435963
P86479,P35711-4,-
Q13444-2,H0YA46, 0.779191582765
P36406-1,Q9Y2P0, 0.888271988981
Q3B820-1,Q8NHQ1-1, 0.916815178447
P28838-1,Q9UPY8-1,-
O75604-1,Q8ND90,-
Q9BYU1,Q8IY31-3, 0.720697233635
P86480,Q13952-2, 0.899731634222
P08670,Q8NI38-1, 0.883837915968
Q96JP5-1,A0A0G2JH32, 0.798312157792
P21964-1,O15529, 0.75300919498
P06028-1,Q9UMX0-1,-
O00214-2,P36406-1,-
P62837-1,Q9BV68-2, 0.931279778688
P62308,P62304,-
Q8N6L7,Q9BVK8-1, 0.725443497674
O60336-1,P49639, 0.877726209744
Q9NZ43-1,Q12846-1, 0.882159297393
Q6P2D0-1,P78424-1, 0.862180193103
Q9BQ89,Q8TD16-2, 0.834873448059
Q13573,O75031-1, 0.919012141698
A5D8V6,Q99961-1,-
Q3KNW5,Q9Y225-1, 0.635839769397
Q14964,ENSP00000476265.1,-
Q8NE31-3,Q8IXK0-2,-
P45973,Q9BZ95-3,-
Q9NSK0-1,P50222,-
Q8N6L0,Q8N6R1, 0.870476486473
O43583,Q9ULC4-1,-
Q9UIG4,A1L162, 0.898007259165
P10599-1,P37198, 0.886021216455
Q7Z3K3-1,P86478, 0.909490776116
P78412,Q08117-2, 0.908275341697
P46379-2,Q6UX39-1,-
Q9BVG8-5,Q01850, 0.885967455199
X6RLT1,G8JLG2,-
O00308-1,P14678-2, 0.873280268965
A2RU14,Q13520, 0.664787591096
P32242,Q5JXC2-1, 0.683073135234
Q9ULC5-1,O00559-1, 0.679406844929
Q9Y473,P13196-1, 0.864853634435
Q13643,Q86TB9-1, 0.912723594522
O95198-1,D6RH21, 0.899506833008
P26441,Q15654-1,-
Q04941-1,P19397, 0.701688016817
P60411-1,Q8WV44-1,-
O60896,Q7Z3S9-1, 0.920643319137
Q9NQT4,Q13829-1,-
Q3B820-1,Q86Z20-1, 0.901629869836
Q6P1W5-2,Q9UQM7-1, 0.889018413494
Q13526,Q12933-1, 0.901186121214
Q68D86-1,Q68D86-1,-
Q9UBY5,O95214-1, 0.691095897604
P49711-1,O95789-4, 0.757547061275
O95231,P40199, 0.810455026365
Q5TA76,O96009,-
Q9NR28-1,Q8WV19, 0.712807150472
Q9BQ89,ENSP00000476265.1,-
Q9NX04-1,O14544, 0.797838069995
Q9BRT3,Q03989-5, 0.81290345341
O43617-1,Q9Y5R8, 0.915200324545
Q5QGT7,P11912-1,-
Q3B820-1,Q9Y2I6-1,-
Q8WTP9,Q96IK5,-
Q8IX15-1,O76064-1,-
Q13214-2,Q5T749, 0.769723117631
A0A087WZ82,Q6UW68, 0.685129849003
Q9UEU0-1,Q5T700-1, 0.915940916119
P15882-1,O43639,-
Q3V5L5-5,Q3SY46, 0.692059187969
Q01081-1,P26368-2,-
Q13021,Q96GF1-1, 0.905918314731
Q5SQQ9-2,Q92997-1, 0.881476706545
P41970,Q02446, 0.839530253505
O00560-1,Q8ND90,-
Q15038-1,Q2M1V0,-
Q96HR9-2,Q8TDT2, 0.649082052202
Q08426-1,Q9NR28-1,-
Q07002-2,Q8NA61-2, 0.886124832866
P41227-1,P60409,-
Q14687-2,Q9P2K3-2,-
Q2NKX9-1,O15304-2, 0.943801626208
B9A064-2,Q3V5L5-5, 0.692124734437
Q9HC98-1,Q9GZT8-1, 0.909930673344
Q96DC9-1,Q9BRK4,-
Q13422-7,Q13526,-
Q96HA8-1,Q96GS4, 0.933036985759
Q9H0R4-1,P50222,-
Q7RTT5,Q99828-1, 0.854146152031
P51114-2,Q8TBB1-1, 0.890512727409
Q8WVX3-1,O95484, 0.696920650195
P60370,ENSP00000462298.1,-
Q9NZN8-1,Q13098-7, 0.717469911959
Q8N4M1-2,Q8WTS1, 0.694775786796
Q96NT3-2,Q96IV0-1,-
P61236-2,Q53HV7-2, 0.847201540537
Q15025-1,Q96CV9,-
O14519-1,Q96HA8-1, 0.842648045887
Q9BT49,Q08117-2, 0.903494936587
Q6P2D0-1,A6NEM1-1, 0.930497582266
O14777,Q6ZNE9-2, 0.898493675653
O14787-2,Q8N7W2-2, 0.782600157497
Q9P0T4,Q6NT76-1,-
Q7Z5V6-2,Q5SWW7, 0.805216720853
P00387-1,Q8TDT2, 0.649082052202
P02100,P09105, 0.727590643805
Q5T749,Q86X60-2, 0.7781854413
P23497-2,P23497-2, 0.913266095888
Q9H0E2-1,Q14764,-
Q8N554-2,Q9NRD5-1, 0.902837309891
P84022-1,Q6NX45, 0.660678845241
ENSP00000452142.1,Q8N8B7-1, 0.80436216212
A0A0C4DFT7,O43765,-
Q9NZL9-1,P14373-1,-
H7BZ61,P19474-1, 0.797002750838
J3KNI5,J3KNI5, 0.713777748382
Q8N5M9,O43653,-
Q8N5M9,Q96Q45-2, 0.801499984272
Q2TBE0-1,Q9UGI0, 0.910141928621
P13196-1,Q8WW24, 0.870516636664
P78383-2,Q13113, 0.659403203315
Q8IY34,Q9BYQ0, 0.808993827876
Q96BA8-1,Q9Y6G1, 0.868074444655
P0DN76,Q10567, 0.867423432257
P60328,Q13875-3, 0.94359208922
P27449,Q9Y282-1,-
P49639,Q9NZV7, 0.817167633105
Q9NS71,Q9P0L0-1, 0.829735812535
Q13895,Q16637-1, 0.896858209314
Q15915,Q6NVV7, 0.689213579098
Q13952-2,Q8IZF2-1, 0.692240673315
Q9Y5B8-1,ENSP00000476265.1,-
O95183,Q13190-2, 0.906564876648
Q15561-2,Q5JR59-3, 0.933688259477
ENSP00000476265.1,P19447,-
O95886,Q15700-1, 0.821044090869
Q6PIY2,Q9UKT9-1,-
P37198,Q7Z3B4-1,-
Q96JS3,Q9NWS9-2, 0.896122862675
O43189-1,Q6PF18-1, 0.78350532082
Q9H0U9,Q96C00, 0.824873322895
P41182-1,Q12888-1, 0.744340937108
ENSP00000476265.1,Q8IUD6-1,-
Q9BT92,Q13064, 0.894691833382
E9PLX9,P55040,-
Q4LEZ3,Q13190-2, 0.906564876648
Q9NRD5-1,Q9HAT0-1, 0.922415101554
Q6IPU0-1,Q9C0F1-1, 0.899130519341
A1A4Z1,P36406-1,-
Q9BVG8-5,O15212, 0.745029010388
O00308-1,Q9BVN2-2,-
Q9BW66-1,Q9H3L0, 0.751913809101
B8A4K4,Q86YT5-1, 0.906217872424
O00471,P09104-1,-
P61968,Q8IWB6-1, 0.835288920642
P27918,P57678, 0.882186767351
Q9H0I2-1,Q9BUN5-3, 0.671314342723
Q9H2F3-1,Q92570-1, 0.876127073372
Q3V5L5-5,P78358-1, 0.941837674123
Q96HA1-2,P36406-1,-
Q9NX63,Q9Y2J4-1,-
Q13064,Q9BSW2-1,-
Q3SXY8-1,Q9BTV4, 0.63823227563
Q14689-6,Q9HCM9-2,-
Q96EZ8-1,ENSP00000476265.1, 0.891942969232
Q15475,O00167-2, 0.826569340114
Q9BZW7-1,Q9P286, 0.869832843379
F8WD15,Q8WWB5-1,-
Q6ICL7-1,Q96P66, 0.70562237743
O95429-1,Q6DHY5, 0.821628736704
E9PPN3,Q15560-1, 0.891948837829
O15049,Q9H0I2-1, 0.832614959285
P50402,P21964-1, 0.672729431882
P13196-1,Q15560-1,-
Q96IZ5-1,Q8TD31-1, 0.863426407734
Q8IXB3,P36021, 0.83273807818
Q2TAL8,P61968, 0.77245349199
Q4VCS5-2,Q5RL73-1, 0.684394050294
Q9BYE3,Q6L8G8, 0.92605653858
Q969R5-1,P08048-1, 0.893332366078
Q04864-2,Q8WXA2-2,-
A5D8V6,Q96CS2-1, 0.820953550449
Q9HC52,Q13137-1, 0.885547005941
Q14584,P26371,-
P40426-5,O60906, 0.845930113215
Q9BSW7,Q9UJV3-2,-
O60504-1,Q8IYR0, 0.897147702778
A0A087WTU5,P56545-1,-
O00155,Q70UQ0-4, 0.84551423066
P86480,C9J9W2, 0.833986844194
P54710-2,O43765, 0.920095988641
A5D8V6,P98170, 0.896923548172
P84074,Q2TAL6, 0.824428165678
O75716,Q3LI67, 0.915167212311
P43080,Q9BW62, 0.826033672201
Q13094,ENSP00000476265.1, 0.869220243662
Q01974,Q3LI66, 0.7849742343
O75379-1,O95721,-
Q9ULM2,Q99750,-
O43548-1,Q14451-1, 0.801369214464
Q86X45-1,Q7Z5L7-3,-
O15155-1,P04233-2, 0.812574232074
Q96JW4,Q9Y5Y7,-
Q9H6L4-1,Q99750, 0.915090148035
Q8IYI8,Q9BYR3, 0.856578897952
Q8WWP7,P60508,-
P61601,Q86UW9-1,-
Q16637-3,Q16637-1,-
Q96QG7-1,A0A0A0MT20,-
P50539-1,ENSP00000462298.1,-
Q5W5X9-3,ENSP00000452142.1, 0.687624974555
P10619-1,Q96BA8-1, 0.792135221965
Q53TS8-1,Q6S9Z5, 0.719086090457
Q9UGY1,Q9H2G4, 0.870153374877
Q9H0K6-1,Q8WV44-1,-
P51523,Q5MJ10,-
Q9UIQ6-2,Q96KR6, 0.656996381812
Q96IW7,Q9UJ71, 0.800063812957
O60565-1,Q99750, 0.920536060049
Q8TAU3-1,Q6P597-2,-
Q15276-1,Q9UL33-1, 0.851698353588
O95995-1,P25800-1, 0.887456658384
Q9UKZ1,Q9HC44, 0.837911107388
Q8IV08,P35372-1, 0.825085694272
Q8IVQ6,Q9H9P2-1,-
ENSP00000445323.1,Q15126, 0.767896494399
B8A4K4,Q969G3-1, 0.904655147091
P61956-1,Q8IX15-1,-
O14925,Q8N5M9, 0.653530354683
O43597,Q96SQ5-1,-
Q13835-2,Q8TAP6-1, 0.859916943514
Q9HC52,Q15742-1, 0.864254699975
P51687,G5E962, 0.861669478989
Q9BRT3,A0A0C4DGF1, 0.899263254774
O95971,Q6RW13-2,-
O43639,Q9NYF3, 0.832331422312
Q99743,O00327-8, 0.90642656278
Q9NX63,Q9NW38-1,-
Q2TAC2-2,O43615, 0.792286555241
ENSP00000476265.1,E9PLX9,-
P0DN79,P0DN79,-
P17152,P32243-2, 0.803506034337
ENSP00000426769.1,Q01546, 0.889714834683
Q92569-1,Q96JM7-2, 0.875135681398
P10809-1,Q8NHQ1-1,-
B2RUZ4,Q96KR6, 0.694423057364
Q5W5X9-3,P98170, 0.902252147562
Q96MN5-1,Q15025-1,-
O95678,O95447, 0.798457121453
Q96Q35-2,O60224-1,-
Q5TA76,Q9BYS1, 0.85332546381
Q13952-2,Q9BRG6, 0.807826702268
P05813-1,Q8IUC1, 0.819347168611
Q969H6-1,Q9C0F1-1,-
Q7Z3Y9,Q96RU7, 0.663699384473
Q9HCM9-2,Q9HCM9-2,-
O15173-1,O60906, 0.689595363841
Q9ULS6,Q7Z3S9-1, 0.884138111955
P18075,Q8IUG1, 0.905970940592
ENSP00000476265.1,O75608-1,-
Q12805-1,Q9UHD9, 0.918994879004
Q9UJW8,Q9GZM8-1,-
O00264-1,Q9UJ90, 0.735305912332
Q9H2X0-1,ENSP00000462298.1, 0.906115757483
Q01085-1,Q5SWW7, 0.818889831267
O60941-5,Q9BXG8,-
Q12797-6,P80188-1, 0.8414418643
Q9BX59-1,Q7Z3S9-1, 0.89205099525
P51668,Q99496-1, 0.84174262115
Q9UJX0-2,Q8N5R6-4,-
Q15654-1,P18206-2,-
Q68D86-1,Q9NZD8-1, 0.700351457629
F6SDV2,Q9BYR5,-
Q13895,Q56P03, 0.821545837133
Q5T749,Q6UXX5, 0.765409617956
Q8WW24,B7WNQ9, 0.891959415327
A0A0J9YW04,Q9H5J0, 0.882865567615
ENSP00000476265.1,Q6PF18-1,-
Q96A72,Q0VD86-1, 0.815419780075
Q9Y2B5-1,Q9Y2B5-1, 0.897969793512
Q08AG5,Q9GZM8-1, 0.849187381283
O75603,P49639, 0.805785114704
Q96RF0-1,Q16825, 0.838451705558
Q9ULC3,O43889-2,-
Q969R2-2,Q9NRD5-1, 0.890418121421
Q96Q45-2,Q9Y5U9, 0.900242341729
Q9BS40,P78317-1, 0.656694947528
Q9H2F3-1,A0A0C4DH14, 0.812652464016
Q13838-1,P09012, 0.795869884853
Q14142-1,Q2TAC2-2, 0.849494970913
Q86TB9-1,P62312,-
Q0VD86-1,Q9UJX2-1,-
Q96LZ7-1,F8W8C2, 0.711174136853
Q92824-2,P59991, 0.845515105278
Q99572-1,Q8N720-1, 0.638768039216
Q96BR9,P32969,-
Q5BJH2-2,Q8WWF3, 0.652486308143
Q9UI47-1,Q6S9Z5, 0.720560722727
A0A075B739,O95273-1, 0.879196017473
Q96HA8-1,Q15645-1,-
Q9NRZ7-1,Q9NUH8-1, 0.671077854004
P40222,Q86T90-1, 0.91036758826
Q6A162,Q92993-1,-
Q08043,O76041-1,-
P25791-1,Q9H2G9-1,-
P53701,Q9UHD4, 0.661001067913
O43167-1,P60410, 0.917897886953
Q9Y2K6,Q96RU7, 0.6814358191
Q96EC8-1,P48051, 0.705872325035
Q9NUL5-4,Q9Y2P0, 0.686320172471
Q9ULP0-2,Q15041-1, 0.909636938562
O95751,P31273, 0.935259383069
Q9Y5V3-1,Q9Y6W3, 0.886591375393
Q96HR9-2,Q8TDT2, 0.649082052202
Q07002-2,A6NC98-1, 0.82444140784
Q2TAC2-2,Q6NUQ1, 0.846824958283
Q96EY1-1,Q96AQ9,-
P56851,P15941-11, 0.675553915721
Q14D33,Q13064, 0.882913917288
P02808-1,Q3KNW5, 0.635839769397
Q9NPB3-1,P86478, 0.913448721266
P15408-1,P35638-1, 0.884140938017
Q6UVW9-1,Q8N6K0, 0.726291895506
Q96EZ8-1,Q9BYR9, 0.875242333285
Q8WUT4,Q07627, 0.908671725282
P19397,Q96BA8-1, 0.877196264189
Q8WU90-1,Q9Y295,-
Q96HB5-1,B8A4K4, 0.925317445073
O43639,Q9NWM3-1,-
Q9H0I2-1,Q9UPV9-2, 0.799631103363
Q96HA8-1,Q53H80, 0.831453078741
A1L4K1-1,Q9P2K3-2, 0.882945369822
Q63ZY3-1,Q8N831, 0.772056343277
P62760,Q96AQ9,-
Q6PI77,Q9BWG6-1, 0.89630899815
Q96JF0-2,Q8TBE3, 0.648299306685
Q96EL3,Q8NI38-1, 0.656712945362
O95995-1,Q9GZV8, 0.798578562542
O14561,P17980, 0.905529679577
O00560-1,Q9UH03-1,-
A0A087WUI6,Q8IX15-1, 0.874257741409
P31273,Q9UDW3, 0.743171046855
Q8WY64-1,Q9Y3Q8-1,-
O95231,Q9Y458-1,-
Q8NFT6-2,Q99750,-
Q9BT49,Q15323,-
