Uniprot_A,Uniprot_B,author_score
Q9BVG3-1,O95208-2, 0.813251924666
O43889-2,Q9Y287-1,-
Q8N9N8,Q8TAP6-1, 0.864404712586
Q9H7X3,P78317-1, 0.889501413745
Q8IX29-1,Q9UKK6, 0.899069493542
Q8TB61-1,Q07108, 0.811022398005
P19012-1,Q14CN4-1, 0.88877516445
A0A088AWP1,G5E9X2,-
O76015,Q8TAP4-1, 0.869316258193
Q6PH81-1,P43365, 0.868349917344
P51116,Q5T5P2-6,-
Q969G3-1,Q07627, 0.901817200818
P55040,P36406-1, 0.913899303688
P60370,Q02930-4, 0.914295617385
Q9Y247,Q15834,-
A0A0C4DFQ0,Q15691,-
Q96PN8,Q15654-1, 0.868473769585
Q96IQ9-1,Q3LI72, 0.905704552637
O95167,Q96IK0, 0.7036929984
Q969E8,P62854, 0.939526793862
Q6P2D0-1,Q9NYL2-2, 0.906976125566
Q8N5A5-3,Q9UKT9-1,-
Q9NX04-1,A0A024R0Y4,-
P78358-1,Q5T5Y3-3, 0.83993866117
Q16543,Q9BXI3, 0.897496937086
Q9UQB8-4,Q99593-1, 0.876386247572
Q9BRK4,Q9HBE1-4, 0.864391493675
P54646,Q9Y478, 0.903461006199
P59990,A8MV65-2, 0.823195695806
P49760-1,Q86XT4, 0.907838707251
Q9H1P6,Q3LI66, 0.816837996885
Q8N2R0-2,P25788-1,-
P45984-1,Q9NYA3, 0.84404782586
P14373-1,Q8TDQ7-1, 0.903856654592
ENSP00000426769.1,Q15323,-
Q8NEK8,Q8IUC1, 0.802172837406
Q9BVK8-1,P25103-1, 0.67600800453
Q6ISS4-1,P80188-1, 0.836683911342
Q9H7E9-1,Q5T409, 0.855891195676
Q9H773,Q9NZD8-1, 0.895579014623
U3KQK0,Q9H2G4, 0.885625063841
Q96HH9-1,Q9BZ67-1, 0.862539302567
P48023-1,Q8IYA8-1, 0.855295016371
Q16204,Q15311, 0.910085998421
Q6IPU0-1,Q8N5R6-4, 0.800038459807
Q9NTK1,Q15834,-
O60861-1,Q9NZQ3-3, 0.904122844736
Q12824-2,Q86YD7,-
Q5TA76,Q5TA77, 0.926822166961
O75934,Q8TDC0-1, 0.821173494923
P54646,Q8NF99-2,-
Q01664,Q5VUG0, 0.859322549351
P49903-1,P49903-1,-
Q9HC98-1,P0C7X2-1, 0.673571016725
H0YB70,Q05519-2, 0.907808053382
Q8IUD6-1,Q8IUD6-1,-
P23769-1,Q8IUC3, 0.691665725686
Q96F15-1,Q86VR2-1, 0.806985467847
P0C7H8,Q7Z417-1, 0.895858506101
Q96CS7-1,Q9NQ87, 0.801393965277
O43889-2,Q96JW4,-
P16144-2,P49639, 0.63430011987
O00560-1,Q02535, 0.823447871253
A8MUN0,B8A4K4, 0.939912052642
Q7Z3K3-1,A8KAH6, 0.808223430122
P43243-1,P43243-1,-
Q7Z3B4-1,Q96KN3-1, 0.817629690517
Q9HBL7,P26641-1,-
Q8WWY3-1,Q9NQZ8, 0.739425632045
I3L233,Q9UBB9-1,-
Q5TA81,P60409, 0.927107922881
P25791-1,Q8N5R6-4, 0.91893729947
Q96EP9,Q96G79-1, 0.697445861462
P54253-1,Q9UPU3, 0.823837284595
B0QYN7,Q92734-1, 0.687119932158
O75143-2,Q9BSB4, 0.779890267133
P27449,Q92838-1,-
Q96SQ5-1,Q13422-7, 0.878121968481
Q99856,Q15323, 0.884424250091
G5EA54,Q9BXY8-1,-
O00560-1,P62312,-
P60328,Q8TDS5, 0.804154085086
P19397,Q9BXN2-7, 0.723488728531
Q7Z3B4-1,Q9H7B4-1, 0.805066531623
Q13895,Q9BUZ4-1,-
O43889-2,Q9UNK0,-
O75425-1,Q3SXY8-1,-
P22732-1,Q96Q45-2, 0.794647220764
P78337,A0A0B4J2F2, 0.677146054591
Q9BZL3,Q96G97-2,-
P14373-1,Q9NZL9-1,-
Q9BUZ4-1,Q6A162, 0.898530714257
Q86Y82,P11912-1, 0.636828214991
Q9Y5K8,Q96CS2-1, 0.834791310146
Q04864-2,Q8NFF5-2, 0.900695627474
Q8TAU3-1,Q99801-1, 0.878600201626
Q9NW64-1,B8A4K4, 0.926259139315
P31947-1,Q9NYF3,-
Q08117-2,Q96G42, 0.812165368959
Q9NXK6,Q9Y282-1, 0.626018649038
O43559,Q8N456-1,-
P54849-1,P16157-17, 0.700835810423
Q8TD31-1,Q96R06, 0.8588003898
Q8NBD8,P11912-1, 0.720676220154
Q15008-1,Q9UMX0-2,-
O43889-2,Q9NQQ7-1,-
Q16385-1,Q9UBF1,-
P50402,Q9P127-1, 0.896350307499
A5D8V6,O94868-3, 0.81038981653
O75425-1,Q86VR2-1,-
P18031,Q9GZR5, 0.696522242899
Q14318-1,O00623, 0.674640905846
P21145-1,Q16322, 0.841219624123
P10276-1,Q8WW24,-
P49639,Q9BYR3, 0.928202468519
Q86XR8-3,Q9BXU0, 0.696310388005
A2RU14,P34981, 0.692562660922
Q8N682-1,Q9HCJ2, 0.698403133733
O95201,Q12933-1,-
Q9Y3E2,Q6P1W5-2,-
Q53FP2,Q9H0Q3-1, 0.682706666994
P78358-1,Q9Y5R4, 0.838229812496
Q53G59-1,B0QYN7, 0.711630507449
P50402,P50222, 0.919615757796
Q13895,O94972-1,-
Q14CN2-1,Q9NP94-1, 0.709389846826
Q96MF2-2,O75420, 0.876137040934
P17021-1,Q9UGI0, 0.885301252916
P60411-1,Q7Z3S9-1,-
Q9BXI9-2,O43765,-
O75830,Q9UMX0-1, 0.885580218118
A0A0C4DGP0,Q2KHT4-3, 0.742379180819
O14777,Q53G59-1,-
O43889-2,Q7L5A8-1,-
Q8WUN7,A0A0C4DFW7, 0.828879660494
A0A1P0AYU5,Q8NBQ5,-
Q9UEU0-1,Q8IWR1-1, 0.908182883716
P02671-2,P06753-1, 0.800636271316
Q8TBN0-1,P25788-1,-
Q96HA8-1,P02792, 0.92059173983
P25800-1,Q8TDR4,-
Q13554-3,Q969H6-1,-
P0C7H8,P57678, 0.845165107644
P45984-1,Q15427,-
Q92608-1,Q9BYQ3, 0.806689546496
B8A4K4,Q5T5A8, 0.964145368241
Q9P0S9,Q5T7V8-2,-
ENSP00000465194.1,Q5BJH2-2, 0.675764002096
B3EWG5,P21695-1, 0.735859888735
Q96F15-1,O75712,-
O75865-2,Q5W5X9-3, 0.687624974555
Q9P0T4,Q9H190-1,-
Q9BWQ6,Q9NYZ1, 0.721964724667
O75569-1,Q9H898-2, 0.840854387695
P29474,ENSP00000476265.1, 0.851422221194
B8A4K4,P18075, 0.934926706741
Q7Z3S9-1,Q8N393-1, 0.87120141339
Q9UHR4,B8A4K4, 0.930767892393
Q8IZ13,Q8WXB1-1, 0.897971482447
O14910,ENSP00000476265.1,-
Q13643,B0QYN7,-
Q9UGL9,Q5T754, 0.838303804551
Q5XKR9-2,A0A0D9SFF3, 0.851612919462
Q9BVG8-5,Q8WWY6, 0.67070145871
O00308-1,P84022-1,-
P61019-1,Q9NRY5, 0.819851985619
P30519-1,Q8IWU4-2, 0.685629210027
F6XHT0,P21964-1, 0.734243435779
O95377,Q8IY26, 0.67267817326
Q07817-1,Q6NTF9-3, 0.690207812645
O00560-1,Q9BYV2-1, 0.923788014202
P43628-1,Q6UX06, 0.68367113195
O14633,Q9BYQ4, 0.946789783664
Q3MII6-1,Q9BXW4, 0.873541113575
Q8IYU4-1,Q6ICB0, 0.881183965861
Q9UQ90-2,P61978-2, 0.891369271668
O14494-1,O43889-2,-
C9JDX1,Q96P66, 0.688149373993
P54259,Q3LHN2, 0.843106323827
Q96E29-1,Q9BRV3-1, 0.701841851517
Q8TBB1-1,Q5JST6-1, 0.889426573838
Q99732-1,Q9NZC7-5, 0.820142924776
Q86X02,P0C7X2-1, 0.693388750171
Q92529-1,Q6A163, 0.848855076993
O15529,Q8WVV5-1, 0.672663473264
O76041-1,Q12933-1,-
Q13895,D6RGH6, 0.689401594795
P0CG20,P86480, 0.886801144013
G5E962,Q9Y6M9,-
O95947-1,Q08117-2, 0.904376298074
Q9NYZ1,Q96MV1, 0.724758743126
P54849-1,P35372-1, 0.830549189911
G5E943,Q9UHD9, 0.887513681899
P51687,Q9NTX9, 0.695683866411
Q08426-1,P35520-1,-
Q9UI14,Q9UJZ1-1, 0.695629732539
Q01433-2,Q01433-2,-
Q12789-2,Q96DZ9-2,-
P18848,Q9Y592-2, 0.899982065535
Q8N5M9,Q8TDT2, 0.672935275788
O14569,Q96BA8-1, 0.680642593712
P01229,Q96EQ0, 0.797297701035
P60411-1,Q9Y272-1, 0.905269748292
P40937-1,Q96B26, 0.880243241174
Q9BWG6-1,Q7Z3S9-1,-
P15622-3,H7C4R2,-
P13994,Q3MJ62, 0.883108772135
Q9UBU8-2,Q96N21-1,-
Q3SY00-1,Q86TI0-1, 0.845118454779
O15552,Q92520, 0.693118432936
Q9NUH8-1,Q5VWX1,-
O14561,O43711, 0.874540633928
O15529,Q6ICL7-1, 0.65234360079
Q86UF1,Q6PI48,-
Q8NEC5,Q3SYF9,-
Q13698,P50222, 0.858018832135
Q6L8H2,Q9BYE3, 0.897049638925
Q86UA1-1,Q8N9N5-2,-
Q96G04-1,Q15645-1, 0.816282858435
Q14498-1,Q9C086,-
Q15323,Q64LD2-2,-
Q96CM8-1,O75208-1, 0.678131465926
J3KNI5,Q2M2I5, 0.862271095559
A0A087WWF1,Q7Z3S9-1,-
Q8WTS1,O60664-1, 0.810090516383
Q5J8X5-1,Q9NUH8-1, 0.66048855875
Q9UJX0-2,O43186,-
Q5J8X5-1,K7ER80, 0.721396166711
Q9UNK0,Q8N5M9,-
P28702-3,Q9UBB9-1,-
Q99757,O43805,-
Q4LDR2,Q9HBV2, 0.720173566892
Q96ES7,Q8NHS4-2,-
Q9H8W4,Q15834,-
Q86UW9-1,Q9NZD8-1,-
P15884-3,Q9BX59-1,-
Q70UQ0-4,O95295, 0.730636850921
P00540,Q9NSC5-1, 0.901326730408
Q6IPU0-1,Q8IYF3-3,-
Q8N8B7-1,Q07627, 0.894229517798
Q9Y6H1,P07237,-
Q6RW13-2,O15552,-
Q969S0-1,Q8TED1, 0.654722547725
Q9UJV3-2,P14373-1,-
O14633,Q9UGC6, 0.923604403295
A0A087X279,O14879, 0.854027843872
A0A0R4J2E4,P13646-1,-
O15273,Q3SYF9, 0.667379878173
P61968,Q8NI38-1,-
Q9NP64-1,O00560-1, 0.919677089143
P27352-1,P30825, 0.690095458413
O75593,Q8N1L9-2, 0.821232022014
Q9BRG1,P14373-1,-
P35711-4,Q9UJX2-1,-
Q6UXB4,O00559-1, 0.68651708271
O00559-1,P78382-1, 0.685347561657
P23769-1,Q3SY46, 0.66651667187
O43559,Q3SY00-1, 0.782231370721
J3KNI5,Q3MII6-1, 0.882648812745
P06748-1,P10176,-
O60675,Q16236-1, 0.867369712197
Q92903,Q9UKG4, 0.795770007295
Q7Z4N8-1,Q9UBF1,-
O43189-1,Q08117-2, 0.880788048271
P86479,Q8IYB5-2, 0.913673901657
Q9UBR2,Q9BYR9, 0.898883415505
O96006,P26367-1, 0.857259140589
Q9HAF1-1,Q15834,-
A0A0C4DG08,Q8WV44-1, 0.797916308242
Q9BR84-1,Q9BYR5,-
P06454-2,Q14145, 0.90386981008
J3QT27,Q96D03, 0.878190670531
Q8IUC1,Q96LJ7, 0.808607979171
Q9NRE2-1,A6NC98-1, 0.834650770451
B3EWG6,P49638, 0.735262051278
P60329,Q9BYR9, 0.920470494695
Q15836,Q9Y282-1, 0.669161217731
F8WBZ3,Q07108, 0.820682115378
Q8WTP8-1,Q86VM6,-
Q8N5I3-1,Q8N5I3-1,-
P81534,Q15125, 0.63865801009
Q96HA8-1,P31321, 0.928898076897
Q9NW97,O43889-2,-
Q8NFT6-2,Q9HAT0-1, 0.918712549219
P49321-2,P68431, 0.802496212364
Q68G74-1,Q86TI0-1, 0.842215715963
O75344-1,P78317-1, 0.738031288667
Q9UIQ6-2,P30273, 0.648480805647
P68871,P02008,-
Q9HAQ2-1,Q5T409, 0.872807732584
A0A1B0GWI1,Q92558, 0.923740296368
Q9BYR3,Q9Y223-1, 0.856180631263
A6NI15,Q6PJG6-1, 0.804943890431
P47897-1,Q8TBB1-1, 0.864704467083
ENSP00000476265.1,Q5H9K5,-
P60033,Q9Y320-1, 0.655272648827
H0YH91,Q03989-5, 0.825071280316
O43889-2,Q96A57-1,-
Q5JX71,Q96GQ5-1, 0.65726597673
P34932-1,Q92624,-
P26951-1,Q9BVK8-1,-
Q9H0I2-1,Q8TF47-1, 0.666081381533
Q99598,Q9NW75-2, 0.724837158455
ENSP00000465194.1,Q9NUH8-1, 0.662987205343
Q15041-1,Q9ULP0-2,-
Q15014,Q8N7W2-2,-
Q9Y223-1,Q8IUC1, 0.823630603005
O15552,Q7Z5S9-1, 0.651081073127
Q13895,Q96HT8, 0.909478939276
Q96GN5-1,Q9ULW3,-
Q96LM6,Q9NZC7-5, 0.805885631978
Q9NX04-1,O75558, 0.803508798111
Q5SNT2-2,P00387-1, 0.685126467026
O95751,Q15973-3, 0.882854742231
Q13257-1,Q9Y6D9-1, 0.898749907279
Q8TD06,Q96EQ0, 0.93258400309
Q9Y5B8-1,Q9BZE0, 0.883725871017
Q96JP5-1,O95994,-
O43790,O76014, 0.901104188982
P60660-1,O43809,-
P14136-1,Q9UBB9-1, 0.893033438401
P21673,P07954-1, 0.844146478642
Q53EP0-3,Q6ZNM6,-
P13805-3,P13805-3,-
Q2TAY7-1,Q13123, 0.870488539357
Q9HAQ2-1,A6NGQ2, 0.718650201197
P04908,U3KQK0, 0.837996271254
P10619-1,Q5JX71, 0.685780561353
P26368-2,Q15637-4, 0.891702906344
O00560-1,O95271-1, 0.878925853021
Q5W5X9-3,Q15323,-
Q5TA79,P0C7H8, 0.934954936832
E9PH99,Q9BXL8,-
A0A0C4DFZ2,Q15645-1,-
Q86W74-2,A0A0C4DG49,-
O95674-1,Q9NPL8,-
Q96GM5-1,Q9NWM3-1, 0.665909389398
O43609,Q7Z3S9-1,-
Q8N661,Q15125, 0.686221467647
P42575-1,P42575-1, 0.922762734255
Q9NNX1-2,Q8TAP6-1,-
Q3B820-1,Q9BYV2-1, 0.906536236331
Q9Y6K1-1,P56279,-
Q9BQY4,Q8N9W6-1, 0.92725857782
Q3SY00-2,P14373-1,-
O95870-1,Q6NTF9-3, 0.682915846829
P78424-1,Q8N9N5-2, 0.885965640765
Q12797-6,P01037, 0.686110969049
Q5T6C5,A6NEM1-1, 0.87346889473
O00560-1,O00463-1, 0.917637347368
Q9BYQ2,Q02930-4,-
Q9UQB8-4,Q15428, 0.796877823939
Q9BW92-1,Q9NWX5-1, 0.826296912756
P63313,P13196-1,-
P50552,Q9UIG4, 0.80744387797
Q86VE0,Q13643, 0.832305782437
Q96GS6-2,ENSP00000476265.1,-
A7MD48,P0DN76, 0.901723792888
P20807-5,Q9UJX0-2,-
A0A1B0GWI1,Q92764, 0.90956419996
P04921-1,Q9NUH8-1, 0.637760199591
P35900,Q9BUW7, 0.899646546027
O43711,Q69YG0, 0.801472254826
Q9BTE7,Q9NRD5-1, 0.922415101554
P43220,P60409,-
P60409,Q6L8G9, 0.893514750177
P38936,P12004, 0.944437208413
ENSP00000476265.1,O60341-1, 0.877207418303
O43395-1,P26368-2, 0.700088820437
P48730-1,Q9H2S9-1, 0.84515229755
P86478,P35711-4,-
Q9BYR3,Q5TA79, 0.833520803897
Q5TCM9,B0QYN7,-
Q969R5-1,Q96MF2-2,-
Q86XR8-3,Q96CN9,-
Q3KNW5,Q9P0B6, 0.660121788909
Q8TAU3-1,Q7Z699, 0.824833693522
Q9BTV4,Q9H7V2, 0.803249728683
Q9NRQ5,Q8TBB6,-
Q96D98,Q9HCI5, 0.835781960534
Q9NZ43-1,Q5SR56-1, 0.660120496115
O14639-4,Q9BUH8,-
Q969F0,Q99640-2, 0.91707990605
P38936,P24385,-
P28062-2,Q9H0C1, 0.676098469497
P49888,Q8TC92-1,-
Q6A162,Q9C086, 0.887987877104
Q3SY00-1,B8A4K4, 0.923678259777
Q8TAF8,Q9UJ14-1, 0.838734879791
Q9HAQ2-1,Q9C0F3, 0.696627970443
Q5MJ10,U3KQK0, 0.897089754835
O95674-1,Q96MG2, 0.836567047022
P54646,Q719H9,-
Q3LI72,Q8TDS5, 0.802273329656
Q9H4I2-2,Q9UBE8,-
B8A4K4,H7C0E9, 0.925019064508
Q8TCT0-1,Q07627, 0.877486629747
P05121-1,Q9UMX0-2,-
P09525,Q9UM07,-
Q8TBB1-2,Q8NC69,-
Q0D2K3-1,P17568, 0.707728649251
O95994,Q96HQ2-1, 0.818235680689
Q96NT3-2,O43609, 0.824094628236
P78537-1,O95295, 0.787408225538
Q9HC52,O15231-1, 0.823284961832
Q9Y295,P12757-1,-
O00471,P02671-2, 0.765782414315
Q8IYK4,Q9UMX0-2,-
P51114-2,Q96A72, 0.896262162406
Q969G5,G5E962, 0.927154704079
Q13515,Q9BQ95-1, 0.699492890319
Q8TC07-1,Q9P1Z2-1,-
Q86UR1-2,Q96SI1-2, 0.803407385722
P78337,Q96M29, 0.881919218765
Q9NQL9,Q9NZC7-5, 0.79787443901
Q5TGU0-1,Q8NC24, 0.68975204443
Q86UY5-1,Q3LI66, 0.880732901428
P49901,P60409, 0.906497249402
O60504-1,P26196, 0.8753604744
Q8N8B7-1,Q9NTX9, 0.711477237843
P60409,Q9BYQ3, 0.91244598153
P56282-1,P52594-1,-
O15160-1,Q9H9P5-5, 0.847707738256
Q04323-1,Q04323-1,-
Q96PG8-2,Q7Z4V0-1, 0.66115994967
Q5MJ10,Q8IY57-5, 0.922960655738
Q5TD97,Q9NQX5, 0.902079964336
Q14192-1,Q9H8W3,-
H0Y760,Q86VP1-1,-
Q9Y5U9,Q15125, 0.662851753006
Q12933-1,Q6IBW4-1,-
Q68CQ4,G5E962,-
O14817,Q9NRQ2-1, 0.823346585626
P0DN76,P50222, 0.908270397865
Q9UBU8-2,Q12933-1,-
ENSP00000476265.1,P51946,-
P62993-1,Q8TBB1-1,-
Q96GN5-1,P17568,-
Q9Y2V2,A2A369,-
P22415-1,P28838-1, 0.727847385129
Q9BVJ7,Q96B26,-
Q15257-2,Q5JTZ9,-
Q9BYQ3,A0A087WY89, 0.920838423775
Q15038-1,Q9UBV8, 0.825684255901
Q9Y5K8,ENSP00000476265.1,-
O15160-1,P52435,-
Q53FV1,Q96KR6, 0.694423057364
P29597,Q5VWX1,-
Q9UJV3-2,Q6UY14-1,-
Q16874,Q5T754, 0.823322944024
Q9BZS1-1,P86481,-
A2A3K4-1,Q9UJV3-2, 0.876905153633
Q5T7P8-2,Q15025-1,-
Q9BXF9,Q03989-5, 0.809121932351
P98155-2,O43309, 0.838183065691
Q8WWX8-3,O00505,-
P00540,ENSP00000462298.1, 0.909033298478
P09601,Q3SXY8-1, 0.657108516522
Q92520,P16389-2, 0.806705293033
P17482,O43482, 0.6658685682
Q05329,Q15041-1, 0.890552768725
O43663-1,P61925, 0.726478527165
O76083-2,Q13049,-
Q8TD31-1,Q96MT8-3, 0.911508878722
Q6NSM0,Q9BYQ0, 0.817356133405
Q9C0I9-4,P50222, 0.900367076231
Q96B97-1,Q96PV4,-
O14929,Q96RU7, 0.664781290589
Q86VE0,Q9UKJ5, 0.823464834677
Q92734-1,P86479, 0.893514420557
Q9NQT4,Q13615-1, 0.840372577309
P17023-1,Q9H257-2,-
Q8N6F1-2,J3KQ12, 0.793685516848
Q8NI38-1,Q6NZ36-4, 0.879163214872
O75425-1,Q9GZY8-5, 0.927376201904
A0A0C4DFW7,Q8WUN7, 0.828879660494
Q9UNE2-1,Q9UL41, 0.87097471737
P20618,P23025, 0.689354665167
Q95460-2,Q969F0, 0.902969196651
Q7L4I2-1,Q6NUQ1,-
A0A0A0MR12,Q9UMX0-1,-
P25786-1,Q494R4-1, 0.845899844907
Q9UDX3-2,P50221-1, 0.890314089582
Q8TAB5,Q8N1B4-1, 0.905116163493
Q7Z713,Q9NWT6, 0.920434052773
H0YB70,Q05519-2,-
Q6N075-1,Q8WWF3, 0.689001589237
O43889-2,Q9UPQ8,-
ENSP00000476265.1,P04264, 0.898714198141
Q3V5L5-5,Q3LI67, 0.940790064541
O43639,Q8N4B1-1,-
P50222,Q96MM3, 0.924177232109
P49760-1,P49761-1, 0.921696724796
A0PK00,Q8NDX2-2, 0.665516078012
Q96DZ9-2,Q9P2R7-1,-
O00501,O43561-2, 0.720874332683
H7BZV4,H7BZV4,-
Q3LI76,Q9HBE1-4, 0.870142930426
P31943,Q96DH6-1,-
Q9UI32-1,O00291-1, 0.854781374432
Q53FD0-2,Q6A162,-
O95070,Q9BRK0-1,-
Q6IPU0-1,Q9BSF0, 0.847106808478
P54646,Q96JM7-2, 0.886895646525
P21145-1,P25942-1,-
Q9NT22-1,Q9NVF7-1, 0.891066484932
Q8TAP4-1,Q8N9N5-2, 0.908587178317
O00155,O95859-1, 0.692415481358
A0A087WTN8,Q96HA8-1, 0.890661173185
P78383-2,Q14802-1,-
P25786-1,P38919, 0.697997010958
C9JLZ7,P36406-1,-
O76083-1,Q13049,-
Q9NP86,Q08117-2, 0.949344042715
Q14749,Q14749,-
Q3LI77,P57678, 0.866320178961
Q8TAB5,Q5JR59-3,-
P27449,Q6UXB8-1, 0.810879225411
Q13557-8,Q13554-3, 0.886858973714
P04233-2,Q8WZA1-1, 0.78062973855
Q9H5J8,Q8NHQ1-1,-
O15552,Q9BWQ6, 0.651472805511
Q9NYB9-2,O75886-1, 0.88554281569
Q9Y2P0,A1L4K1-1, 0.875266264475
P56524-2,Q86X02, 0.875512484959
Q8WVX3-1,Q7Z769, 0.732566482253
P55064,Q6A162,-
Q9BSW7,Q9Y2V7-1, 0.878520711655
Q9Y5Z9-1,P48051, 0.731687208817
Q00444,Q9H8Y8-1, 0.708194241415
Q9Y4Z0,Q96DT7-3,-
Q86VE0,B8A4K4, 0.936733577434
A0A087WXA6,Q96N21-1,-
Q8N720-1,Q9NWX5-1, 0.664621949882
Q13643,Q6NXP0,-
Q9BVG8-5,Q15025-1,-
O95674-1,Q9H2K0,-
Q00013-1,Q8TEZ7, 0.808014572911
O94888,Q13952-2, 0.881894727186
H7C3J6,P86496, 0.898955565592
P51800-3,Q8N865, 0.78746122706
P25791-1,Q9NYB9-2,-
Q6ZUS5-1,P37198,-
Q9BVG8-5,Q9UJV3-2,-
O00258-1,P30825, 0.666874205311
P61236-2,Q16633, 0.814841870127
P25791-1,P14136-1,-
Q13323,Q5JX71, 0.671273210824
Q9Y3C0,Q2T9L4, 0.844777191574
Q00534,P55273, 0.941374219876
Q9UHX1-2,B0QYN7,-
A6NER3,Q96IK5,-
Q9Y281-1,Q9NUX5-1,-
Q07627,Q96RF0-1, 0.886172222309
O00311-1,Q13422-7, 0.896815693858
Q6L8G9,P49639, 0.94137146838
Q7Z3B4-1,Q7Z3Y8, 0.911273461221
Q9HC36,Q13643,-
Q6PF18-1,Q9GZU7-1, 0.807330947126
Q9BVV2,Q3LI70, 0.81044283664
Q9UNK0,Q96BA8-1, 0.894925301803
P78424-1,Q8IUC2,-
Q96MH2,Q8N5R6-4, 0.902804170211
P49354-1,P53609-1, 0.922196739478
Q8IVT2,Q8N9W6-1,-
Q8TAP4-1,Q8IXK0-2,-
P50222,Q8WXI3-1, 0.893210938822
Q5J8X5-1,Q8N350-4, 0.69502920252
Q52LG2,A0A0C3SFZ9, 0.792723331964
O43148-1,P52292, 0.82179916252
Q9UI14,Q8TB40-1, 0.695959238325
O60682,Q99081-3, 0.871234287694
Q8IYR0,Q6P2R3,-
Q712K3,Q92624,-
H0Y760,Q9NVV9-1, 0.800742395592
Q9BW85,P19474-1, 0.879075111082
Q13131-1,Q8IXK0-2,-
O75355-2,P54829-1,-
P50402,Q8N7W2-2,-
Q63HR2-5,Q8N5R6-4, 0.868206070226
Q9H173,Q96EQ0, 0.784289629903
Q7L5A3-1,P14373-1,-
P48547-1,Q8IXB3, 0.837471681451
P10599-1,P19883-1, 0.808465187398
Q9Y2X8,Q99942, 0.934752540867
P21145-1,P56880,-
Q01658,Q9NRF9, 0.901588702726
Q5SNT2-2,Q969F0, 0.892936840678
P09493-10,P62195-1, 0.827516199274
Q08117-2,Q96EZ8-1, 0.902404606669
O60573-1,Q01850,-
ENSP00000408168.2,P60331,-
P51460-1,Q99622, 0.851955857469
O43805,Q8N8B7-1,-
O00746-1,P0DI81-1,-
Q14192-1,Q9BZQ8, 0.87746842299
Q05952,Q07627, 0.916958846804
P35908,Q6A162,-
Q16512-1,Q96QF0-7, 0.848718795965
Q6PF18-1,Q96GN5-1,-
P41223-1,P50222, 0.908270397865
Q9HC98-1,Q08117-2, 0.914986492618
P63027,Q15125, 0.662851753006
A2RU14,Q5JX71, 0.628253051065
Q9UIG4,O43765, 0.942938136987
Q8IZW8,Q9H257-2,-
A8MV65-2,Q9BYR8, 0.834829842973
Q5SNT2-2,Q96Q45-2, 0.699848762043
Q8NEA6-1,Q99828-1, 0.778445374368
P04004,Q8N448,-
Q03014,P60410, 0.933362455504
P02511,Q8IUC2,-
O60636-1,Q9H6H4-1, 0.691900280873
P16144-2,P60410, 0.871038393163
A0A1B0GTW0,J3KQ12, 0.919754102694
Q96BZ8,Q01850,-
P09493-1,Q9Y6D9-1,-
E9PLX9,P0C1Z6-2,-
O43765,Q71RG4-4,-
Q9BYQ6,Q5T871, 0.735858554818
Q8NCR6-1,Q8NEC5, 0.772282747534
Q99961-1,Q9H788-1, 0.888271158701
Q9UKU0-7,Q9NV79-1, 0.802001150848
P48775,P48775,-
O14523-2,P30273, 0.651650278049
P25791-1,Q13155,-
Q8TDS5,Q9H0X6, 0.818509915041
Q9NUM3-1,Q68CJ9-1, 0.865512709359
Q3KNW5,Q9H2L4, 0.678431345465
P35520-1,P35520-1,-
Q86Y26-1,Q99633-1, 0.875590257589
P14373-1,Q7Z3I7,-
Q8IYX1-1,O76015, 0.919872431993
A8MXD5,Q8IYF3-3, 0.874415390585
Q96Q77-1,P78424-1, 0.862180193103
Q14186-1,O75461-1,-
P01137,O95398-2, 0.724554149306
B0QYN7,Q96GQ5-1, 0.68580873309
Q5MJ10,Q86UB2-1, 0.911370795151
O60636-1,Q12999, 0.706971474212
Q7Z7F0-3,Q9NZ81-1, 0.716588554241
Q96QG7-1,Q86T90-1, 0.891415830355
Q12800-1,Q9BW85, 0.87392099764
Q96HR9-2,Q9NRS6-1,-
Q9BWH2,Q9Y320-1,-
P38484,P54852,-
Q99608,H7C4R2,-
O75841,Q9NP94-1, 0.672972747317
Q6ZVK8-1,Q9BPX1,-
P21964-1,Q9NY26-1, 0.671201649361
Q9BW11-1,ENSP00000462298.1, 0.935101866697
P13682,P31321, 0.873455793984
O60941-5,Q9Y2V7-1, 0.878520711655
P02787,Q7Z7G2, 0.649663448706
P38936,Q15323,-
O15160-1,Q8WZ19, 0.911906575517
Q92567-2,Q9BZV1-2, 0.83304151953
Q9Y5K5-3,Q16186,-
Q9HC98-1,P60410, 0.919634310263
I3L3J2,P17028-1, 0.885898280076
Q86WP2-1,Q99633-1, 0.795342820897
O95881,O43765,-
Q8N5Y8-3,Q96IK5,-
Q6ZMU5-2,Q6ZMU5-2, 0.779244248479
Q92504,Q9H3M0, 0.792768018052
P27658,Q02446,-
A0A0C4DGV1,Q13077-1,-
P15173,Q9P2K6, 0.866486697484
Q9Y534,P30153,-
Q8TD31-1,P21673, 0.918638676598
Q9UI47-1,Q15742-1, 0.887728743013
P79522-1,Q08117-2,-
Q6ICG8,Q8IXW7, 0.731194873212
Q8TBN0-1,Q16623-1, 0.892146427675
O15353,Q9NQL9, 0.848207157357
P49639,Q5T754, 0.932872552617
P08579,Q14566,-
Q86UU5-1,Q6A162,-
O00560-1,Q01105-2,-
Q3LI66,Q96F45-1, 0.813343516247
