Uniprot_A	Uniprot_B
P13473-2	P02647
P03952	O14744
P01011	P13473-2
P13473-2	P01730
P13473-2	P18848
Q06547-3	P13473-2
P13473-2	P36954
P13473-2	P01106
P29074	P13473-2
P13473-2	P02671-2
P13473-2	O15182
P42773	P13473-2
Q6P7E6	P13473-2
P13473-2	P49771-3
Q9NRZ9-6	P13473-2
P13473-2	P25208
Q07869	P13473-2
P13473-2	P00748
P13473-2	Q15382
O00423	P13473-2
P13473-2	P26998
P13473-2	O60479
P13473-2	P02458-1
P13473-2	Q5VYH9
P13473-2	P09496-2
P13473-2	P06241
P13473-2	P10632
P13473-2	P35222
Q09028	P13473-2
P13473-2	intact:EBI-25834617
P13473-2	P34949-2
P13473-2	Q15742-2
P13473-2	P23942
P13473-2	P47804-3
P13473-2	Q04206
P13473-2	P43361
P27338	P13473-2
P13473-2	Q99966
P13473-2	P27815-4
P13473-2	P36639-4
P13473-2	Q00169
P13473-2	P41222
P13473-2	Q99447
P13473-2	P32780
P13473-2	O60902-3
P13473-2	O60927
P13473-2	P22735
P13473-2	P04637
P22307-3	P13473-2
P08247	P13473-2
O95947	P13473-2
P13473-2	Q12888
P13473-2	Q06587
P54274-2	P13473-2
O00463	P13473-2
P61962	P13473-2
Q8N5U6	P13473-2
O00303	P13473-2
P13473-2	Q9NYA1-2
P13473-2	Q13901
P13473-2	intact:EBI-25834975
P13473-2	Q8WZ55
P13473-2	O15126
P0C870	P13473-2
P13473-2	P45844-6
P13473-2	O95674
P13473-2	O00755
P13473-2	Q99732
P13473-2	O60664
O14925	P13473-2
P13473-2	O95278-6
P13473-2	O00257-3
P13473-2	O15273
P13473-2	Q5R372-9
Q9UJX2	P13473-2
P13473-2	P68431
P13473-2	Q92613
P13473-2	Q14498
Q86V28	P13473-2
P13473-2	O43548
P13473-2	P49459
P13473-2	Q92782-2
P13473-2	Q92797-2
P13473-2	P62253
P13473-2	O15130-2
P13473-2	Q13347
P13473-2	C1IDX9
P13473-2	Q96EY1-3
Q12893	P13473-2
P13473-2	Q9Y614
P13473-2	Q14181
P13473-2	P53365
P13473-2	O00472
P13473-2	P48739
P13473-2	O95070
O60506-4	P13473-2
Q9NYY8	P13473-2
Q9UH77	P13473-2
P13473-2	Q58EX7-2
Q9NSA1	P13473-2
Q96H20	P13473-2
P13473-2	O75409
Q86US8	P13473-2
Q8N0X7	P13473-2
O75964	P13473-2
Q96KC8	P13473-2
P13473-2	Q9UJ70-2
Q9UHD4	P13473-2
P13473-2	Q9NNX6-10
Q9H0W9-3	P13473-2
P13473-2	Q3YBM2
Q8TBB5-2	P13473-2
Q9HAV0	P13473-2
P13473-2	Q9H3K2
P0DPB6	P13473-2
P13473-2	Q9HD47-3
P13473-2	Q9NQ88
P13473-2	Q9H2C1
P13473-2	Q9BQA1
P13473-2	Q49AJ0-4
intact:EBI-25835277	P13473-2
P13473-2	Q96IZ7
P13473-2	Q9UGL9
P13473-2	Q9NPQ8-4
P13473-2	Q9UK76
P13473-2	Q9BUL5
P13473-2	Q9BPU6
P13473-2	Q9Y234
P13473-2	Q7Z3B4
P13473-2	Q6UY14-3
Q9Y3D0	P13473-2
P13473-2	Q8NI60
P13473-2	Q9NR46
Q9P2T0	P13473-2
P13473-2	Q9NS69
Q9BRK5	P13473-2
Q9NSI6-4	P13473-2
Q8NFH4	P13473-2
P13473-2	Q66PJ3-4
Q9Y303-2	P13473-2
P13473-2	Q8IYM2
P13473-2	Q9UK58-5
P13473-2	Q9P1Q0-4
Q96BR5	P13473-2
P13473-2	Q9NTN9-3
Q9NU02	P13473-2
P13473-2	Q9NX94
Q9NQ89	P13473-2
P13473-2	Q9H313-4
Q9BXA5	P13473-2
P13473-2	P0DP58-2
Q6NXG1-3	P13473-2
P13473-2	Q6GQQ9-2
P13473-2	Q05CR2
P13473-2	A0A0A0MR05
P13473-2	Q53FD0-2
Q96EW2-2	P13473-2
P13473-2	Q8N4N3-2
B7Z3E8	P13473-2
Q9H7X0	P13473-2
P13473-2	Q6IN84-2
P13473-2	Q6N063-2
Q96BD6	P13473-2
P13473-2	Q8NDH3-5
Q8N5Z5	P13473-2
P13473-2	intact:EBI-25874064
P13473-2	Q3SXR2
P13473-2	intact:EBI-25835760
P13473-2	Q9BZQ2
P13473-2	Q9C004
Q53TN4	P13473-2
Q9BV20	P13473-2
Q96LJ7	P13473-2
P13473-2	Q17RD7
Q8NI22	P13473-2
P13473-2	Q96KS9
Q9BWM7	P13473-2
P13473-2	Q9H0Y0
intact:EBI-25835796	P13473-2
intact:EBI-25835814	P13473-2
Q96JL9-2	P13473-2
P13473-2	Q8N6M8-2
Q96HR9-2	P13473-2
P13473-2	Q9BT25
Q8WVE6-2	P13473-2
P13473-2	Q8WUX9
P13473-2	Q8NA23-2
Q8WUD1-2	P13473-2
intact:EBI-25835866	P13473-2
P13473-2	intact:EBI-25835824
Q8N1A6	P13473-2
P13473-2	Q6XD76
P13473-2	Q96Q07-2
P13473-2	Q9BQE3
P13473-2	Q53NU3
P13473-2	Q969L2
P13473-2	Q9C035-3
Q8N387	P13473-2
P13473-2	Q8IYG6
P13473-2	Q8N1A0
P13473-2	Q96JB6
Q6ZMI0-5	P13473-2
P13473-2	Q86WT6-2
P13473-2	Q96EX1
Q49A26-4	P13473-2
P13473-2	Q8N365
P13473-2	Q496A3
P13473-2	Q69YL0
Q8N128-2	P13473-2
P13473-2	Q1L5Z9
P13473-2	Q7Z5M8-2
P13473-2	Q8N0U6
Q6DHV7-2	P13473-2
Q96Q83-2	P13473-2
P13473-2	Q8IZU1
Q8IWT0-2	P13473-2
P13473-2	Q96MA6
Q8NCQ7-2	P13473-2
Q8WWP7	P13473-2
P13473-2	Q5JTY5
Q6ICG8	P13473-2
P13473-2	Q96LX8
A6NJ78-4	P13473-2
P13473-2	Q6PJW8-3
Q658K8	P13473-2
P13473-2	Q6ZNL6
P13473-2	Q66K80
P13473-2	intact:EBI-25836274
P13473-2	A2RUH7
Q8NFH3	P13473-2
Q96M61	P13473-2
P13473-2	Q5T2L2
Q6NXT2	P13473-2
Q9BPZ2	P13473-2
P13473-2	A5PLL7
intact:EBI-25836264	P13473-2
P13473-2	intact:EBI-25836220
P13473-2	Q3KNS6-3
P54274-2	P02545
P02545	Q15776
P02545	P17024
P13473-2	Q3SYB3
P02545-2	O75925
P02545	Q13123
P02545	P10074
intact:EBI-25874677	P13473-2
P02545	Q99612
P02545	P62701
Q6DKI2	P13473-2
Q9UNS2	P02545-2
P02545	Q03181-2
P02545	Q12986
P02545	Q14005-2
P02545	P46379-2
P02545	O75925
P02545	intact:EBI-25842396
P02545	Q9Y239
P02545	Q13573
P02545	Q96GN5-2
P02545	O76041
O43309	P02545
P02545	Q9Y4E8-2
Q13133-3	P02545
P02545	O75886
P02545	Q9UNE7
P02545	Q8TBE0
P02545-2	Q9HC96
P02545	Q8WW38
P02545	Q9ULD4-2
P02545	Q7Z3I7
P02545	Q96MN9-2
P02545	Q8TCX5
P02545	Q6H8Q1-8
P02545	Q3B820
Q9C0F3	P02545
P02545	Q6ZN57
P02545	Q96KP6
P02545	Q5VYS8-5
P02545	Q9BS31
Q8NEA9	P02545
P02545	Q8WVD3
Q9GZS3	P02545-2
P02545	Q04323-2
P02545	Q6X4W1-6
P02545	Q14585
P02545	Q9HBE1-4
P02545	Q8WXF7
P02545	Q96LX8
P58499	P02545
P02545	Q96DX5
P02545	Q8N0Y2-2
P02545	Q86WT6-2
P02545	Q8IYM2
P02545	Q9BZ95-3
P02545	Q9NWB1-5
P02545	Q8N488
P02545	Q7Z698
P02545	P10073
P02545	Q70EL1-9
P02545	Q7Z699
P02545	Q6ZNH5
P02545	Q8IZU1
P02545	Q3SX64
P02545	Q6ZNE9
P02545	Q8NA54
P02545	Q96EL1
P02545	A6H8Z2-3
intact:EBI-25851697	P02545
C9J082	P06858
O00746	P06858
Q96GM5	Q13449
Q96GW7	P07948
P27986-2	P07948
Q8TAS3	P06858
Q9UI10	P06858
Q8N0U8	P06858
P06858	O14744
Q9UMY4	P06858
Q13503	Q13449
O43493-5	P06858
O00233	P06858
Q8TCE9	P10636
P10636	Q9HC96
Q92608-2	P10636
Q07954-2	Q9UNE7
Q8NE91	Q92782-2
Q9C0A1	P10636
Q9BS26	P07948
O15195-2	P10636
Q96L34	P07948
Q6NXT2	Q13449
Q13449	Q8N6F8
Q13449	Q14457
Q6P1J6-2	Q13449
Q13449	Q8WTV1
Q9HCU0	Q13449
intact:EBI-25875427	Q13449
Q9BR81	Q13449
P07602	P07948
P31153	P15976-2
Q92783-2	Q13449
Q9UBQ0-2	Q07954-2
intact:EBI-10271580	P06858
Q8NFB2	P06858
Q8IYM2	P06858
Q13352	Q13449
P10636-6	Q9C0A1
P10636-6	Q92608-2
Q13449	Q7Z7K6
Q9NR30	P10636
Q14154	Q13449
Q8NE91	Q6PII5
P41970	Q13449
Q9UI10	intact:EBI-25875493
Q9BV99	Q13449
P31153	P80217-2
O43741	P31153
P31153	P02795
O75925	P51608
O43196-2	P51608
P07948	P51608
Q92993-2	P51608
Q9NS23-4	P51608
Q96D59	P51608
Q86WT6-2	P51608
Q99504	P51608
Q8WWW0-2	P51608
Q9UHI6	P51608
P08195-4	P31153
P35222	P51608
P63010-2	P51608
P57729	P51608
Q9Y2M5	P51608
Q96IK1-2	P31153
Q6DN90-2	P51608
Q8IUC2	P51608
Q8N488	P31153
Q7L576	P51608
Q12824	P51608
Q8TDB4	P51608
Q8WUW1	P51608
Q6GQQ9-2	P51608
Q6PIV2	P51608
Q8IUI8	P31153
P31153	Q9UIH9
P31153	Q96NX5
P31153	P57052
Q9ULX5	P51608
O75558	P51608
Q6PCB6	P51608
Q99457	P51608
Q7Z6I5	P51608
Q9UNS2	P51608
P31153	Q13573
Q9BRX2	P31153
P31153	Q6ZP82-1
P10599	P51608
Q8WZ19	P31153
Q9Y575-3	P51608
Q16637-3	P51608
Q86W54-2	P31153
P31153	Q6P1L5
Q96FW1	P51608
Q9UII2	P51608
P31153	O95789-4
Q13191	intact:EBI-25876102
P28331-2	P24310
P28331-2	Q13562
Q8N4N3	intact:EBI-25876102
intact:EBI-25831191	intact:EBI-25876102
Q92782-2	O00483
Q8NHS9	intact:EBI-25876102
Q96PM5-4	intact:EBI-25876102
P28331-2	Q13887
O96000	P05455
Q9UBQ0-2	Q99683
O96000	Q8NFB2
Q9UNS2	intact:EBI-25876102
P41218	P08581
Q86UV6-2	P51608
Q9UNE7	P05164
P28331-2	P22061-2
P20042	Q99683
P48730-2	intact:EBI-25876102
P28331-2	Q99871
P25788-2	P49821
P45880	P49821
P20618	P49821
O75489	intact:EBI-25876377
Q9Y297	P49821
Q9H8H3	O75489
P61201	P49821
Q96IK1-2	P28331-5
P28331-2	Q8N6F8
P28331-2	Q8WTV1
P28331-2	Q9BV99
P28331-2	Q49AJ0-4
P28331-2	Q92615
P28331-2	Q14154
Q6P3S6	P49821
Q96B65	P49821
Q9NP61	P49821
Q8TCJ0-3	P49821
Q99932-2	P49821
P28331-2	Q96MW5
P28331-2	Q9BPU6
P28331-2	Q6ZU52
P28331-2	Q0VDD7
P41218	P49821
Q16401	P49821
Q7Z6E9-3	P49821
Q96CV9-2	P49821
Q8WUA7-2	P49821
Q66PJ3-4	O75489
Q5JUW0-3	O75489
Q2TAY7	P49821
Q8IZU1	P49821
Q9H871	P49821
O43920	Q2NKQ1-4
Q9NTX7-2	P49821
O43920	Q9NP61
P17023	P19404
Q9ULX5	P19404
Q9UNY5	P19404
P19404	Q92673
P19404	O75436
Q8WXF7	P19404
Q9UNS2	P19404
O43920	Q496A3
P19404	P20042
Q9BZZ5-2	P19404
Q86V28	P19404
Q16549	P19404
Q92613	P19404
O95391	P19404
Q96EY1-3	P19404
O15381-5	P19404
Q16625	P19404
P32242	P19404
Q9Y3D2	P19404
Q8IUI8	P19404
O75925	P19404
P57729	P19404
Q8WUW1	P19404
Q96GM5	P19404
P35222	P19404
P10599	P19404
P24863	P19404
Q6X4W1-6	P19404
Q9BR01-2	P19404
P61978	P19404
Q9NS23-4	P19404
Q5T2W1	P19404
Q99457	P19404
Q5T6S3	P19404
P62158	P19404
Q14525	P19404
Q12824	P19404
P06241-3	P19404
P63010-2	P19404
Q9Y575-3	P19404
Q9Y2M5	P19404
intact:EBI-25831465	P19404
O15287	P19404
Q9NS23-4	P19404
Q6AZY7-2	P19404
Q9NVV9	P19404
P57052	P19404
Q9NZC7-5	P19404
Q8N0Y2-2	P19404
Q96PV6	P19404
intact:EBI-25850770	P19404
Q6DKI2	P19404
Q7L7L0	P19404
P21281	P07196
Q9GZS3	P19404
Q8TBB1	P19404
Q8NHS9	P19404
Q96QF0-7	P19404
Q96HD1-2	P19404
Q86VK4-3	P19404
Q7Z698	P19404
Q96I34	P19404
Q9UNE7	Q15019-2
P13928	P07196
Q8WWW0-2	P19404
P20933	P07196
Q14005-2	P07196
Q6P587-2	P07196
P14136	P07196
Q8IUW3	P19404
intact:EBI-25850457	P19404
Q5VYS8-5	P19404
Q6GQQ9-2	P19404
Q99504	P07196
Q9Y261-2	P19404
Q86UV6-2	P19404
P10073	P19404
Q96FW1	P19404
P58304	P19404
Q96FT7-4	P19404
P19404	P43356
Q7Z699	P19404
P19404	Q8N6F8
Q8N6K7-2	P19404
Q6P1J6-2	P19404
Q86WT6-2	P19404
Q9BRX9	P19404
P10809	P12036
Q71DI3	P19404
P08727	P07196
Q96D59	P19404
Q8N7B6-2	P19404
P07437	P19404
Q6ZMI0-5	P19404
I6L9F6	Q9UBQ0-2
I6L9F6	intact:EBI-25835277
Q9Y2B4	I6L9F6
O95817	P07196
Q14847-2	P07196
I6L9F6	Q14995
I6L9F6	Q8N2W9
Q96PK6	P07196
Q8N488	P07196
I6L9F6	Q9UGJ0
O15535	P07196
Q6ZU52	P07196
O76041	P07196
Q9Y5P3	P07196
O43482	P07196
Q15776	P07196
I6L9F6	Q9UJY5-4
I6L9F6	Q9UBU7
P12757	P07196
Q7L576	P07196
P63172	P07196
Q86V28	P07196
Q7L622	P07196
Q99608	P07196
P25815	P07196
Q9Y240	P07196
Q9UJW8-4	P07196
Q15049	P07196
Q6X4W1-6	P07196
Q99932-2	P07196
Q9NP61	P07196
P51608	P07196
Q9UGJ1-2	P07196
Q5TAQ9-2	P07196
Q9Y575-3	P07196
Q8IUI8	P07196
Q9NS73-5	P07196
Q9BRX2	P07196
Q9NXC2	P07196
Q5VWN6	P07196
Q14525	P07196
Q13573	P07196
P45880	P07196
Q13569	P07196
I6L9F6	P61981
I6L9F6	Q9UJW8-4
I6L9F6	Q86WV8
I6L9F6	O43196-4
I6L9F6	Q92966
I6L9F6	Q99608
Q5W5X9-3	P07196
I6L9F6	Q495M9
Q9NR11-2	P07196
Q9P286	P07196
I6L9F6	Q8TDR4
intact:EBI-25831191	P35240-4
intact:EBI-25843046	P07196
Q8IXL7-2	P07196
Q8IZU1	P07196
Q8NI37	P07196
A0A1B0GWI1	P07196
I6L9F6	Q96LX7-5
Q13191	P35240-4
P35240-4	P48730-2
Q494V2-2	P07196
I6L9F6	Q8N7T0
I6L9F6	A0A1B0GWI1
Q9P1N4	Q92608-2
Q3KNS6-3	P07196
intact:EBI-25851697	P07196
A2RU56	P07196
Q96MN9-2	P07196
Q96LB9	P07196
Q8TCX5	P07196
Q6UXG2-3	P07196
Q9H6S3	P07196
Q9P2K3-2	P07196
Q14525	P35240
Q8IUC2	P07196
P58304	P07196
Q86TJ2-3	P07196
Q8N865	P07196
Q8IXM2	P07196
Q9H7C4	P07196
Q68EA5	P07196
I6L9F6	Q53FD0-2
Q96N77-2	P07196
Q53R41	P07196
Q5VYS8-5	P07196
Q7Z417	P07196
Q8TC84	P07196
I6L9F6	Q9UII2
I6L9F6	A8K2U6
Q53FD0-2	P07196
Q9BQG1	P07196
Q9C0F3	P07196
Q8N5S9-2	P07196
Q7Z3I7	P07196
Q8TDR4	P07196
Q96LL4	P07196
P35240-4	O15381-5
O00303	P35240-4
P35240-4	Q9Y6C2-2
P35240-4	Q8WVD3
O75530-2	P35240
Q6X4W1-6	P35240
Q99598	P35240
Q15776	P35240
O76041	P35240
Q9C0F3	P35240
Q9BY12-3	P35240
Q5TAQ9-2	P35240
Q5VYS8-5	P35240
Q8N488	Q9P1N4
intact:EBI-25835277	P35240-4
P35240-4	Q96FW1
P35240-4	Q6GQQ9-2
intact:EBI-25843264	P35240-4
Q9P1N4	Q9HC96
P17024	P35240
Q96KP6	P35240
Q8NHS9	P35240-4
Q8N488	P35240-4
P40337-2	P35240-4
P46379-2	Q9P1N4
Q9UNE7	P35240
Q8WXF7	P35240
O60341	P35240
P54274-2	P35240
Q8TBB1	P35240
P35240-4	Q96D59
Q96D59	Q9P1N4
Q86WT6-2	P35240
Q6H8Q1-8	P35240
Q8WWB5	P35240
Q7Z3I7	P35240
Q8NEZ2	P35240
Q6ZNH5	P35240
P35240-4	intact:EBI-25843276
P35240-4	Q8N594
Q8NEZ2	P35240-4
Q96DX5-3	P35240-4
P35240-4	Q8IZU1
P35240-4	O75925
P35240-4	P60896
Q13573	P35240
Q9P1N4	O75925
O75925	P35240
Q9UNS2	P35240
Q9GZS3	Q9P1N4
P29474	P61978
P29474	O15381-5
Q16549	P29474
P29474	Q12891
P29474	Q5T2W1
P29474	Q9UNS2
P29474	P63010-2
P29474	Q6X4W1-6
P29474	Q9BR01-2
P29474	O15287
P29474	Q14525
Q6ZNE9	P35240
Q6ZR37	P35240
P35240-4	P58304
P35240-4	Q5H9J7
Q9UNE7	P08138
P20042	P01138
P29474	Q9UNY5
Q8IZU1	P35240
O94851	P29474
P29474	O75925
P29474	Q8N6F8
P29474	Q6ZMI0-5
P29474	Q8N6T3-3
P29474	Q6DKI2
P29474	Q8N594
P29474	Q96I34
P29474	Q7Z698
P29474	Q9H347
P29474	intact:EBI-25831465
P29474	Q9GZR2
P29474	P58304
P29474	Q71DI3
P29474	Q96FT7-4
P29474	A4FUJ8
P29474	Q96D59
P29474	Q7Z699
Q8IUI8	P29474
P29474	Q9Y2M5
P29474	Q9GZS3
P29474	Q9Y575-3
P29474	Q86WT6-2
P29474	Q9NZC7-5
Q8IUW3	P29474
P29474	Q9NVV9
P29474	Q9NV79
P29474	P57052
Q5SZD1	P29474
Q96RK4	P07237
P29474	Q8N6K7-2
Q5T0J7-2	P07237
O00444	P07237
Q13153	P63167
Q8N7X4	Q06830
Q96B97	P07237
O60506-4	Q13153
P07237	P02538
P07237	Q8WUG5
Q53R41	P07237
Q14847-2	Q13153
O43521	P07237
P07237	Q09028
O15534	P07237
P07237	intact:EBI-25846222
Q13153	O75558
Q13153	O60830
P07237	Q96D03
Q13153	P11117
Q13153	O15273
Q13153	Q15759
Q13153	P32243-2
Q13153	P35611
Q9Y239	Q13153
Q13153	Q13322-4
intact:EBI-10271580	P07237
P07237	Q494V2-2
P07237	P17655
Q86WV1-2	P07237
Q9NU02	P07237
P07237	P62873
Q8TAP6	P07237
Q06830	Q86TI2-2
P07237	Q8N4N3-2
Q13153	intact:EBI-25839688
Q13153	Q9NTN9-3
Q13153	Q8TDR4
Q96A04	Q13153
Q96BD6	Q13153
Q8WZ73-3	Q13153
Q8N490-3	Q13153
Q13153	Q96EF9
Q9BXU0	Q13153
Q9H4E5	Q13153
intact:EBI-25835277	Q13153
Q6NZ36-4	Q13153
Q13153	intact:EBI-25839738
Q13153	Q9Y2M5
Q13153	Q9H892-2
Q13153	Q8N0Y2-2
Q9H0W9-3	Q13153
O60260-5	P18206-2
O60260-5	Q15554-4
O60260-5	Q15554-4
O60260-5	P25786
O60260-5	P18206-2
Q8WUW1	O60260-5
O60260-5	Q13404
O60260-5	Q00535
O60260-5	Q04917
O60260-5	P25786
O60260-5	P28070
O60260-5	P08865
O60260-5	P11142
O14867	O60260-5
O60260-5	O77932
O60260-5	P10636-6
O60260-5	P45880
O60260-5	P45880
O60260-5	O60671
O60260-5	P11142
O60260-5	P11142
O60260-5	P31689
O60260-5	P31689
O60260-5	P41220
P19474	O60260-5
P40337-2	O60260-5
O60260-5	Q04724
P29466-3	O60260-5
P29466-3	O60260-5
O60260-5	P78352-2
O60260-5	P62879
O60260-5	P78352-2
O60260-5	P68036
P40306	O60260-5
O60260-5	P41220
O60260-5	P63010-2
O60260-5	P63010-2
O60260-5	Q14190-2
O60260-5	P57775
O60260-5	A0A087WUY2
O60260-5	A0A087WUY2
O60260-5	P61244-4
O60260-5	P0DMV8
O60260-5	P0DMV8
O60260-5	P0CG47
O60260-5	Q13939
O60260-5	P0CG47
O60260-5	O60671
O60260-5	P68402
O60260-5	P51948
O95630	O60260-5
O60260-5	P46379-2
O60260-5	P61962
O60260-5	P05161
O60260-5	O00757
O60260-5	O75886
O60260-5	Q9UHY8
O60260-5	Q96DI7
O60260-5	Q8N5U6
Q13113	O60260-5
Q13113	O60260-5
Q9ULX5	O60260-5
Q9ULX5	O60260-5
Q9H2C0	O60260-5
O60260-5	O75530-2
O60260-5	Q9UNS2
O60260-5	O14544
O60260-5	P68431
O60260-5	O75604-3
O60260-5	P78396-2
O60260-5	Q04917
O60260-5	Q9UNE7
O60260-5	Q9UNE7
O60260-5	Q9UBU7
P61081	O60260-5
O60260-5	Q9UBS8
O60260-5	Q9Y6H5-5
O60260-5	intact:EBI-25880053
O60260-5	Q9Y6H5-5
O43167-2	O60260-5
O60260-5	O94844
O60260-5	Q86TN1
O60260-5	Q6DN90-2
O60260-5	Q6DN90-2
O60260-5	Q8NDP9
O60260-5	O15205
O60260-5	Q16650
O60260-5	Q16650
O60260-5	Q15916
O60260-5	O00308
O60260-5	Q86YM7
O60260-5	Q86YM7
O60260-5	Q9Y483-4
O60260-5	Q8N488
O60260-5	Q15393
O60260-5	Q8N488
Q9BT88	O60260-5
Q9BT88	O60260-5
O60260-5	Q9UPQ4-2
O94889	O60260-5
O60260-5	Q99932-2
O60260-5	Q9HBE1-4
O60260-5	Q99932-2
O60260-5	Q04323-2
O60260-5	Q9Y385
O60260-5	O95777
O60260-5	Q5TAQ9-2
O60260-5	Q9UKP3-2
O60260-5	P57075-2
O60260-5	Q9NXC2
O60260-5	Q9Y3C8
O60260-5	O95777
O60260-5	Q96Q27-2
O60260-5	Q6ZNA4-2
O60260-5	Q6ZNA4-2
O60260-5	Q9UBQ0-2
O60260-5	Q9UIH9
Q96RL1-2	O60260-5
O60260-5	Q9Y2M5
O60260-5	Q9Y575-3
O60260-5	P57075-2
O60260-5	Q8WVD3
O60260-5	Q9H0E2
O60260-5	Q9NV79
O60260-5	Q8NDN9-2
O60260-5	Q9HCE7-2
O60260-5	Q9NR21-5
O60260-5	Q6GQQ9-2
O60260-5	Q8TCT7-2
intact:EBI-25880582	O60260-5
O60260-5	Q9NPC7
O60260-5	Q9NVX7-2
O60260-5	Q96FW1
O60260-5	A4FUJ8
O60260-5	Q9C004
O60260-5	Q96IK5
O60260-5	Q96BH1
O60260-5	Q9GZQ8
Q9C0C9	O60260-5
O60260-5	A4FUJ8
O60260-5	Q9GZS3
O60260-5	Q9GZS3
O60260-5	Q71RG4-4
O60260-5	Q8WXK3-2
O60260-5	Q8WXK3
O60260-5	Q9BYQ4
O60260-5	Q9BW61
O60260-5	Q5QP82-2
O60260-5	Q9H0Y0
O60260-5	Q96BD6
Q86WR3	O60260-5
O60260-5	Q99619
O60260-5	Q8TDB4
O60260-5	Q9BYZ2
O60260-5	Q8N594
O60260-5	Q8TDB4
O60260-5	Q9BYZ2
O60260-5	Q8TBB1
O60260-5	intact:EBI-25843264
O60260-5	Q8WZ60
Q96MG8	O60260-5
O60260-5	Q96LB9
O60260-5	intact:EBI-25868117
O60260-5	Q96A37
P09382	P16284
O77932	P16284
Q9UQM7	P16284
O60260-5	Q2NKQ1-4
O15287	P16284
Q8IUW3	O60260-5
O60260-5	Q3SY46
Q99504	P16284
O75874	P16284
O60260-5	Q2NKQ1-4
O60260-5	Q96D59
Q9H672-2	O60260-5
O60260-5	Q96DX5-3
O60260-5	Q96DX5
O60260-5	Q6P1L5
O60260-5	Q8NA54
O60260-5	Q8TC29
Q96IK1-2	P16519
O60260-5	Q8TC29
A8KA13	O60260-5
O60260-5	Q8NBM4-4
P14136	P16284
Q6ZTN6-2	O60260-5
O60260-5	Q6ZR37
O60260-5	Q6ZR37
O60260-5	Q0P5N6
O60260-5	Q0P5N6
O60260-5	Q6TDP4
O60260-5	Q7Z602
P54819	P16284
Q9UMX3	P16284
Q13405	P16284
P49184	P16284
P61966-2	P16284
P46977	P16284
Q14847-2	P16284
I6L9F6	P16284
O75175	P16284
Q6ZU52	P16284
P17024	P16284
Q9UJD0	P16284
P61513	P16284
Q12824	P16284
Q13428-5	P16284
P19544-6	P16284
P12757	P16284
Q96E93	P16284
Q14728	P16284
Q7Z403	P16284
Q8WUY3	P16284
Q8NBT0	P16284
P15923-3	P16284
Q96G97-4	P16284
Q9BQ29	P16284
Q9NS73-5	P16284
Q96I25	P16284
intact:EBI-25833683	P16284
Q9Y3D0	P16284
Q96JJ7-2	P16284
Q5JSH3	P16284
O15273	P16284
O60506-4	P16284
Q16549	P16284
Q12888	P16284
Q9NX09	P16284
Q8NC51	P16284
Q9HB63	P16284
Q6IAA8	P16284
Q9H270	P16284
Q6NXG1	P16284
P26651	P16284
Q99619	P16284
Q96LI6	P16284
Q9H7C4	P16284
Q99944	P16284
Q08AM6	P16284
Q96BD6	P16284
Q5VYS8-5	P16284
Q8TBJ4	P16284
Q9GZQ6	P16284
Q9P286	P16284
intact:EBI-25861394	P16284
Q08AE8	P16284
Q96HB5	P16284
intact:EBI-25881483	P16284
Q8N302-2	P16284
Q6XD76	P16284
Q96PV4	P16284
intact:EBI-25881637	P16284
Q8IUW3	P16284
Q7Z614-3	P16284
Q8TAB5	P16284
Q4G1C9-2	P16284
Q5T1C6	P16284
P13928	O43933
P41218	O43933
O43196-4	O43933
Q6ZQX7-4	P16284
Q0VD86	P16284
Q8NCS7	P16284
Q6ZSB9	P16284
Q6DHV7-2	P16284
Q96GL9	P16284
Q8TBJ4	O43933
P19429	O43933
Q8TBF4	O43933
Q96EI5	O43933
Q9NTN9-3	O43933
Q9NVX7-2	O43933
intact:EBI-25849938	O43933
Q9C0C4	O43933
Q8TE68-3	O43933
Q9NYG5	O43933
P57682	O43933
P45880	O43933
Q9UNL4	O43933
Q5TAQ9-2	O43933
Q9UJZ1	O43933
Q96A32	O43933
Q9NP61	O43933
Q8WUA7-2	O43933
Q8NCL4	O43933
Q13530	O43933
Q86V28	O43933
Q9UJW8-4	O43933
Q16520	O43933
O75925	O43933
P68431	O43933
Q9GZS3	O43933
O60841	O43933
Q8IY31-3	O43933
O00308	O43933
Q9NS73-5	O43933
Q9BPU6	O43933
Q8N488	O43933
Q9UNS2	O43933
Q9UPM6	O14832
Q9Y2M5	O14832
Q3B7T1	O14832
Q9UDY8-2	O14832
Q8WXF7	O00628-2
Q99932-2	O00628-2
O75925	O14832
Q9UJX2	O14832
Q96EL1	O00628-2
Q68G74	O43933
O00628	O75925
intact:EBI-25851697	O43933
Q8N895	O43933
Q6RVD6	O43933
Q8N1A0	O43933
O00463	O14832
Q9UNE7	O00628-2
Q8TCX5	O43933
P29323-3	O14832
Q9ULX5	O14832
Q9UNS2	O14832
P27986-2	P20674
P27986-2	Q9NY61
P27986-2	intact:EBI-25834291
P84022	P27986-2
P27986-2	Q13387-4
P27986-2	Q9Y6R0
P27986-2	P09172
Q6PCB6	O14832
Q96FT7-4	O14832
Q6GQQ9-2	O14832
Q8N865	O14832
P27986-2	O95704
P27986-2	P29466-3
P27986-2	P05556
P27986-2	P42336
P27986-2	P60604
Q8N7X4	P01009
Q8IUI8	O14832
Q86UV6-2	O14832
P27986-2	P14136
P27986-2	Q9UQM7
P27986-2	P17612
P27986-2	P42338
