Uniprot_A	Uniprot_B
Q14957	Q8WUD1-2
P20807-4	P06396
P24941	P06396
Q14957	Q96CS2
P21964-2	P06396
P54687-4	P06396
P02458-1	P06396
Q14957	Q96H12
Q14957	Q5PSV4
P05412	P06396
P14060	P06396
P22692	P06396
Q9NXX0	P06396
P15976-2	P06396
P41134	P06396
P15408	P06396
Q99075	P06396
Q06547-3	P06396
P08727	P06396
Q00013	P06396
P27338	P06396
O60260-5	P06396
O15534	P06396
O60237-2	P06396
Q15843	P06396
Q03405-2	P06396
P14598	P06396
Q14525	P06396
Q07869	P06396
P01106	P06396
Q14847-2	P06396
Q06323	P06396
O43741	P06396
P33993-2	P06396
Q16621	P06396
Q13404	P06396
P62244	P06396
P28290-2	P06396
Q92782-2	P06396
P62899	P06396
P47804-3	P06396
P15407	P06396
O14544	P06396
Q12824	P06396
Q02086-2	P06396
O60636	P06396
intact:EBI-25834975	P06396
O00755	P06396
O95388-2	P06396
Q99598	P06396
P62701	P06396
O43829	P06396
intact:EBI-25853680	P06396
Q04206	P06396
intact:EBI-22002556	P06396
F1D8P7	P06396
intact:EBI-25849055	P06396
Q6PHZ7	P06396
P54274-2	P06396
Q15814	P06396
O00257-3	P06396
Q9H2G9	P06396
Q96EY1-3	P06396
O15273	P06396
O94868-3	P06396
P49459	P06396
P50616	P06396
Q14995	P06396
O95674	P06396
intact:EBI-25863993	P06396
Q9UHI5	P06396
Q9UNP9	P06396
Q8NDP9	P06396
Q9UH77	P06396
Q16520	P06396
Q9UNT1-2	P06396
Q99996-3	P06396
Q15311	P06396
Q9ULD4-2	P06396
intact:EBI-25854120	P06396
Q8N5V2	P06396
O43504	P06396
Q9Y6W6	P06396
Q9H8H3	P06396
O00472	P06396
Q7Z7F0-4	P06396
Q9Y2Y0	P06396
O60830	P06396
B7ZVW5	P06396
Q8TBE0	P06396
Q9UPR0	P06396
Q96EZ8	P06396
Q8WVD3	P06396
Q9Y2M5	P06396
intact:EBI-25854380	P06396
Q9BZW5-2	P06396
Q96LR2	P06396
Q53GQ0	P06396
Q9NX94	P06396
Q8N302-2	P06396
Q9NZH6	P06396
Q9UJU6	P06396
Q9P0T4	P06396
P0DPB6	P06396
Q9NP64	P06396
Q96FT7-4	P06396
intact:EBI-25835277	P06396
Q9P2T0	P06396
Q6IAA8	P06396
Q9P2K3-2	P06396
Q6N021	P06396
Q9P1Q0-4	P06396
Q9NXL2-1	P06396
Q9NPC6	P06396
Q9H270	P06396
Q9HD47-3	P06396
Q9P1U0	P06396
Q9Y3D0	P06396
Q6UY14-3	P06396
Q9NQ31	P06396
Q5W111-2	P06396
Q495U3	P06396
Q9NR21-5	P06396
Q6GQQ9-2	P06396
Q9BPU6	P06396
intact:EBI-25854862	P06396
Q9C004	P06396
O60783	P06396
P0DP58-2	P06396
Q9H2C1	P06396
Q3SXR2	P06396
Q96EW2-2	P06396
Q9HA47-2	P06396
Q8IUR5-4	P06396
Q8N3R9	P06396
Q9H7T9	P06396
intact:EBI-25835796	P06396
P06396	Q5SXH7-1
Q9C0F3	P06396
Q8NC67-2	P06396
Q9BUL5	P06396
Q53T59	P06396
Q96NS8	P06396
Q9NTN9-3	P06396
Q8NC06-3	P06396
Q9H496	P06396
Q8NB25	P06396
Q5JXC2	P06396
Q71RG4-4	P06396
Q9ULK2-2	P06396
Q4KMX9	P06396
A0A0A0MR05	P06396
intact:EBI-25854816	P06396
Q96BR5	P06396
Q5T447-2	P06396
Q9H2A9	P06396
Q6IN84-2	P06396
Q5T0J7-2	P06396
intact:EBI-25850467	P06396
Q9H8K7	P06396
A0AVK6	P06396
Q9GZM8	P06396
Q8N5Z5	P06396
Q49A88-3	P06396
Q96JB6	P06396
Q8WUD1-2	P06396
Q96JL9-2	P06396
intact:EBI-25835824	P06396
intact:EBI-25843264	P06396
Q8IY31-2	P06396
Q86UY5	P06396
Q96H12	P06396
Q96I34	P06396
Q8TBZ3-3	P06396
Q8WUX9	P06396
Q96MF7	P06396
Q9UII2	P06396
Q7L8T7	P06396
Q6ZMI0-5	P06396
Q53NU3	P06396
A5D8V7	P06396
intact:EBI-25839678	P06396
Q1L5Z9	P06396
A8K0U2	P06396
Q8IXN7	P06396
Q8TBY0	P06396
Q3LI72	P06396
Q96A09	P06396
Q86U28	P06396
Q3KNS6-3	P06396
Q8N0U6	P06396
Q6ZP82-1	P06396
Q00403	P48730-2
Q8N0U2	P06396
Q00403	P13928
Q00403	Q13123
Q00403	Q13191
Q8N4C7	P06396
Q86W54-2	P06396
Q6ZR37	P06396
Q3SYF9	P06396
intact:EBI-25850974	P06396
Q86WT6-2	P06396
Q8NEZ2	P06396
Q15486	P06396
Q8NA54	P06396
Q96CS2	P06396
Q66K80	P06396
Q86VI3	P06396
Q96GL9	P06396
Q5H9J7	P06396
Q7Z6I5	P06396
Q7Z7J5	P06396
Q496A3	P06396
Q00403	P62701
Q00403	P01106
Q00403	O15381-5
Q00403	P19388
intact:EBI-25831191	Q00403
Q00403	Q14693
Q00403	P60896
Q00403	Q15049
O60506-4	Q00403
Q00403	O75446
Q00403	O43615
Q00403	Q8N488
Q00403	Q92613
Q00403	Q8TBE0
Q00403	O75604-3
intact:EBI-10271580	P02042
P22681	intact:EBI-25865403
O15392	intact:EBI-25865403
Q00403	Q9BYU1
O60220	intact:EBI-25865403
Q00403	Q9H972-2
Q00403	Q6XD76
Q7Z2T5	Q00403
Q00403	Q96D59
Q00403	Q9BUL9
P63261	intact:EBI-25865403
Q00403	P58304
Q92523	intact:EBI-25865403
Q00403	Q5TAQ9-2
A2RRE8	intact:EBI-25865403
P17661	intact:EBI-25865403
Q00403	Q5T6S3
P13987	intact:EBI-25865403
P48047	intact:EBI-25865403
Q9UER7	intact:EBI-25865403
Q00403	Q14781-2
Q00403	Q9BVN2
P02042	O00746
P55212	intact:EBI-25865403
Q00403	P10073
P63010-2	intact:EBI-25865403
P48730-2	intact:EBI-25865403
P62158	intact:EBI-25865403
Q00403	Q8TCT7-2
Q00403	Q3KNS6-3
Q00403	Q9HCC6
Q00403	Q96MN9-2
Q00403	Q9UIH9
Q00403	Q8NBB4-2
Q00403	Q8NHS9
Q00403	Q8IZU1
Q00403	intact:EBI-25835277
Q00403	Q17RN3
A0A0C4DH22	intact:EBI-25865403
P06733	intact:EBI-25865403
P49327	intact:EBI-25865403
P02792	intact:EBI-25865403
P61978	intact:EBI-25865403
P12956	intact:EBI-25865403
P49840	intact:EBI-25865403
P61086	intact:EBI-25865403
P09017	intact:EBI-25865403
Q03403	intact:EBI-25865403
Q9BUB5	intact:EBI-25865403
Q15554-4	intact:EBI-25865403
intact:EBI-25831191	intact:EBI-25865403
Q9ULX5	intact:EBI-25865403
Q16653-13	intact:EBI-25865403
Q13702-2	intact:EBI-25865403
P08247	intact:EBI-25865403
P35548	intact:EBI-25865403
P43004	intact:EBI-25865403
P50221	intact:EBI-25865403
P41218	intact:EBI-25865403
P22033	intact:EBI-25865403
Q15776	intact:EBI-25865403
O43920	intact:EBI-25865403
Q9HD42	intact:EBI-25865403
P55735-3	intact:EBI-25865403
Q16537	intact:EBI-25865403
P37231	intact:EBI-25865403
P04637	intact:EBI-25865403
P46060	intact:EBI-25865403
O00560	intact:EBI-25865403
P63165	intact:EBI-25865403
P68431	intact:EBI-25865403
P51660	intact:EBI-25865403
P51608	intact:EBI-25865403
Q92797	intact:EBI-25865403
P19474	intact:EBI-25865403
Q02978	intact:EBI-25865403
P28347-2	intact:EBI-25865403
P00492	intact:EBI-25865403
Q93079	intact:EBI-25865403
P27986-2	intact:EBI-25865403
P50502	intact:EBI-25865403
Q12824	intact:EBI-25865403
P07195	intact:EBI-25865403
O14645	intact:EBI-25865403
O15530-4	intact:EBI-25865403
O00746	intact:EBI-25865403
Q9UNS2	intact:EBI-25865403
O96000	intact:EBI-25865403
P60900	intact:EBI-25865403
O75925	intact:EBI-25865403
O15130-2	intact:EBI-25865403
Q99KR7	intact:EBI-25865403
Q6DN90-2	intact:EBI-25865403
Q9UP65	intact:EBI-25865403
O43167-2	intact:EBI-25865403
intact:EBI-25866033	intact:EBI-25865403
Q14457	intact:EBI-25865403
Q9UQB8-3	intact:EBI-25865403
Q9BSL1	intact:EBI-25865403
Q96CV9-2	intact:EBI-25865403
Q14154	intact:EBI-25865403
Q9UHY8	intact:EBI-25865403
O95243-2	intact:EBI-25865403
Q15642-2	intact:EBI-25865403
O14662-5	intact:EBI-25865403
Q15047-2	intact:EBI-25865403
Q13113	intact:EBI-25865403
O00165	intact:EBI-25865403
Q9Y6H1	intact:EBI-25865403
Q9UPU5	intact:EBI-25865403
Q16650	intact:EBI-25865403
Q9NP61	intact:EBI-25865403
Q8WXF7	intact:EBI-25865403
Q13561	intact:EBI-25865403
Q6PKC3	intact:EBI-25865403
Q9UNL4	intact:EBI-25865403
Q99932-2	intact:EBI-25865403
O95751	intact:EBI-25865403
Q9BXP5-3	intact:EBI-25865403
Q9UK41	intact:EBI-25865403
Q9UQB8-6	intact:EBI-25865403
Q8IUH5	intact:EBI-25865403
Q9UI08-2	intact:EBI-25865403
Q14141	intact:EBI-25865403
Q16891	intact:EBI-25865403
Q3B7T1	intact:EBI-25865403
Q13588	intact:EBI-25865403
Q9HC96	intact:EBI-25865403
O76041	intact:EBI-25865403
Q9ULW3	intact:EBI-25865403
O95777	intact:EBI-25865403
P83916	intact:EBI-25865403
Q9H000	intact:EBI-25865403
O75409	intact:EBI-25865403
Q9UHI6	intact:EBI-25865403
Q9BR01-2	intact:EBI-25865403
intact:EBI-25866366	intact:EBI-25865403
Q92993	intact:EBI-25865403
intact:EBI-25866297	intact:EBI-25865403
Q9UHD9	intact:EBI-25865403
Q6ZNA4-2	intact:EBI-25865403
Q5W5X9-3	intact:EBI-25865403
Q8N988-2	intact:EBI-25865403
Q9HBT8	intact:EBI-25865403
A4FUJ8	intact:EBI-25865403
Q5VTR2	intact:EBI-25865403
Q6PCB6	intact:EBI-25865403
intact:EBI-25832355	intact:EBI-25865403
Q9GZL8	intact:EBI-25865403
Q6VY07	intact:EBI-25865403
Q9H4A5	intact:EBI-25865403
Q5D0E6-2	intact:EBI-25865403
Q9ULD2-4	intact:EBI-25865403
Q9HCC6	intact:EBI-25865403
Q2NKX8	intact:EBI-25865403
Q9NPJ8-3	intact:EBI-25865403
Q7L622	intact:EBI-25865403
Q8N720	intact:EBI-25865403
Q68EA5	intact:EBI-25865403
Q96EF9	intact:EBI-25865403
Q8TB03	intact:EBI-25865403
Q9H0F5-2	intact:EBI-25865403
Q8N779	intact:EBI-25865403
intact:EBI-25866689	intact:EBI-25865403
Q2NKQ1-4	intact:EBI-25865403
Q9BQG1	intact:EBI-25865403
Q96N77-2	intact:EBI-25865403
Q8TDB4	intact:EBI-25865403
Q96K21	intact:EBI-25865403
O95447	intact:EBI-25865403
B7Z3E8	intact:EBI-25865403
Q9GZS3	intact:EBI-25865403
Q96HT8	intact:EBI-25865403
Q9BT81	intact:EBI-25865403
Q8WYH8-2	intact:EBI-25865403
Q96MW5	intact:EBI-25865403
Q8IY31-3	intact:EBI-25865403
Q05D60	intact:EBI-25865403
Q969S8	intact:EBI-25865403
Q9Y605	intact:EBI-25865403
Q9BYQ4	intact:EBI-25865403
Q9BYZ2	intact:EBI-25865403
Q71DI3	intact:EBI-25865403
Q8WVJ9	intact:EBI-25865403
Q8NFA0-2	intact:EBI-25865403
Q96M27	intact:EBI-25865403
Q96NC0	intact:EBI-25865403
Q9H147	intact:EBI-25865403
Q9H9Z2	intact:EBI-25865403
Q96MT8-3	intact:EBI-25865403
Q6PIV2	intact:EBI-25865403
intact:EBI-25859406	intact:EBI-25865403
Q8IZU1	intact:EBI-25865403
Q96MW7	intact:EBI-25865403
Q96M83-3	intact:EBI-25865403
Q96M61	intact:EBI-25865403
Q6UVJ0	intact:EBI-25865403
Q8N895	intact:EBI-25865403
Q7Z7K6	intact:EBI-25865403
P07686	O75925
O95164	P07686
P07686	O75808
Q7KZS0	P07686
Q9UNS2	P07686
P98170	P07686
P07686	Q05516
Q13064	P07686
P07686	Q04724
Q7Z6I5	intact:EBI-25865403
Q8IUC2	intact:EBI-25865403
Q5T7P3	intact:EBI-25865403
Q0P5N6	intact:EBI-25865403
Q6SJ93	intact:EBI-25865403
A1L190	intact:EBI-25865403
Q6NXT2	intact:EBI-25865403
Q13564	P07686
Q06547-3	O00291
P36639-4	O00291
Q9Y575-3	P07686
Q8IWV7	P07686
O00291	P02458-1
O00291	Q14032
O00291	intact:EBI-25834490
P36406	O00291
O00291	P09496-2
P07686	Q9H347
P42773	O00291
O00291	P34949-2
P07686	Q9UHD9
O00291	P35222
P07686	Q8TBB1
Q96PM5-4	P07686
Q96FW1	P07686
P07686	Q8N4N3
P07686	Q8IYU4
P07686	Q96D59
Q9GZY0	P07686
O00308	P07686
Q8NFH3	P07686
Q6NW29	P07686
Q09028	O00291
O00291	Q15382
O00291	O00257-3
Q8WZ55	O00291
O00291	Q15742-2
O00291	P47804-3
O43829	O00291
P54274-2	O00291
P22307-3	O00291
O00291	Q9UK76
Q5W111-2	O00291
Q13573	O00291
Q9Y303-2	O00291
Q9BPU6	O00291
Q9H2C1	O00291
Q96EW2-2	O00291
Q9UKG9-2	O00291
O00291	Q99732
Q9NSI6-4	O00291
Q86US8	O00291
O00291	Q9NQ88
O00291	Q15393
Q9P2T0	O00291
O00291	Q9P1Q0-4
O00291	O15273
O00291	O43548
Q8N0X7	O00291
O00291	Q9Y614
Q13901	O00291
Q8N5U6	O00291
O60506-4	O00291
Q96BD6	O00291
Q3SXR2	O00291
Q8IYG6	O00291
O00291	Q8N4N3-2
Q6N063-2	O00291
O00291	Q96A09
O00291	intact:EBI-25835824
Q96KS9	O00291
Q9BZQ2	O00291
Q49A26-4	O00291
O00291	Q9H0Y0
O00291	Q8NDH3-5
Q53FD0-2	O00291
O00291	intact:EBI-25835760
Q8WUD1-2	O00291
Q8N5Z5	O00291
intact:EBI-25835814	O00291
Q16609	O00291
O00291	Q8NA23-2
P61086	Q15843
P61086	Q12888
Q8IWT0-2	O00291
intact:EBI-25836220	O00291
intact:EBI-25836264	O00291
O00291	intact:EBI-25836274
Q5JTY5	O00291
Q8IUQ4-2	P61086
Q8NCQ7-2	O00291
P61086	O77932
Q8IUQ4-2	P61086
intact:EBI-25867753	P61086
Q99942	P61086
P61086	Q9UQM7
O00291	Q96MA6
P14373	P61086
Q8IZU1	O00291
Q06587	P61086
Q99496	P61086
P61086	Q06587
P61086	Q6IAA8
Q9BZY9	P61086
Q9C040	P61086
P40337-2	P61086
Q13064	P61086
Q8WUY3	P61086
Q9ULV8	P61086
P61086	Q9Y3D0
P61086	Q99619
Q96CA5	P61086
Q6ZNA4-2	P61086
Q9UPQ4-2	P61086
P61086	Q9H270
intact:EBI-25868024	P61086
Q9NZS9	P61086
Q9BZY9	P61086
P61086	O15273
Q9BWF2	P61086
Q9H4P4	P61086
Q8WUW1	P61086
Q8WVD3	P61086
Q9BYM8	P61086
Q9HCM9-2	P61086
Q9BYM8-4	P61086
Q7L8L6	P61086
P61086	Q96BD6
O60506-4	P61086
Q9Y508	P61086
P61086	Q9NX09
P61086	Q9H6Y7
P30519	P36639-4
P61086	Q6DHV7-2
Q6PIA0	P61086
Q96LI6	P61086
P61086	intact:EBI-25868135
P61086	Q96GL9
P61086	Q4G1C9-2
Q02363	Q5SUL5
Q8TDB6	P61086
P07225	Q5SUL5
Q5SUL5	Q13586
P30519	Q14032
intact:EBI-25868117	P61086
Q96BQ3	P61086
P61086	Q86UD3
intact:EBI-25868168	P61086
Q9H0A6-4	P61086
Q9C035-3	P61086
Q5SUL5	Q13573
Q6P1J6-2	Q5SUL5
Q5SUL5	Q9BYR8
Q5SUL5	Q9H2C1
Q5SUL5	P60228
Q5SUL5	Q5JUW0-3
Q5SUL5	Q9BRW5
P09017	Q5SUL5
Q9UJD0	Q5SUL5
Q5SUL5	Q9BQ24
Q5SUL5	Q66PJ3-4
Q5SUL5	Q15776
Q5SUL5	P15169
Q5SUL5	Q7Z7K6
Q5SUL5	Q96D09
Q5SUL5	Q53FD0-2
Q5SUL5	Q13033-2
P30519	P06241
P30519	P36954
P30519	O00257-3
P54274-2	P30519
P30519	Q7Z3B4
P30519	P49459
P30519	Q13573
P30519	O00472
Q9NQ89	P30519
P30519	Q9NTN9-3
intact:EBI-25835277	P30519
P30519	Q66PJ3-4
Q9NSI6-4	P30519
P30519	intact:EBI-25834975
P30519	A0A0A0MR05
Q96BR5	P30519
P54274-2	P01112
P30519	intact:EBI-25836220
Q15435-3	P01112
Q14525	P01112
P30519	Q66K80
Q6PHZ7	P01112
Q14847-2	P01112
P30519	Q8IYG6
P24941	P01112
Q9BVG8-5	P01112
Q99598	P01112
O43248	P01112
P30519	Q3SX64
P08727	P01112
P27338	P01112
Q12824	P01112
P15408	P01112
Q9H2U1-3	P30519
Q14117	P01112
P01112	Q13586
P52655	P01112
P28358	Q9UNS2
O14641	P01112
P22415	P01112
P36406	P01112
P30519	Q6IN84-2
intact:EBI-25868584	P30519
Q9BR81	P01112
P30519	Q86WT6-2
P61289	P31942-2
O15534	P01112
P30519	Q3SXR2
Q8WZ73-3	P31942-2
P30519	Q6PJW8-3
Q6DHV7-2	P30519
Q5T0L3	P31942-2
P28358	Q9GZS3
P30519	Q53FD0-2
intact:EBI-25835814	P30519
P28358	O75925
Q6NXT2	P30519
P10809	P01112
P28358	Q9NS23-4
P28290-2	P01112
P30519	intact:EBI-25835824
P28358	Q96D59
P28358	Q8N594
Q96BD6	P30519
intact:EBI-25836264	P30519
Q13435	P01112
Q9BY12-3	P01112
Q96EZ8	P01112
Q9H2G9	P01112
Q9Y6W6	P01112
O94868-3	P01112
O75886	P01112
Q13573	P01112
Q8N5V2	P01112
Q15311	P01112
Q9UH77	P01112
P19544-6	P01112
Q00994	P01112
Q9UGJ1-2	P01112
P15407	P01112
Q99996-3	P01112
Q86XR8	P01112
O95674	P01112
O43482	P01112
Q92783-2	P01112
Q86V28	P01112
Q13352	P01112
Q96GN5-2	P01112
intact:EBI-25853680	P01112
O43829	P01112
Q53GQ0	P01112
Q7Z637	P01112
P53677-2	P01112
Q99558	P01112
Q9ULD4-2	P01112
Q9NS23-4	P01112
Q9UPR0	P01112
O75528	P01112
Q5JXC2	P01112
Q96LR2	P01112
Q8WVD3	P01112
Q8NEH6	P01112
Q49A88-3	P01112
Q9H3R5	P01112
P57682	P01112
Q9H270	P01112
A0AVK6	P01112
Q9P2K3-2	P01112
Q9H7T9	P01112
Q9BUL5	P01112
Q9BXU0	P01112
Q2M2Z5	P01112
Q9BZ95-3	P01112
Q8NB25	P01112
Q9NXL2-1	P01112
Q86WT6-2	P01112
Q9UII2	P01112
A5D8V7	P01112
Q5T1C6	P01112
Q8IZU1	P01112
Q9BT25	P01112
Q5PSV4	P01112
Q5T0J7-2	P01112
Q8NEZ2	P01112
Q6P597	P01112
intact:EBI-25855046	P01112
Q9C0F3	P01112
Q96HT8	P01112
Q8IY31-2	P01112
Q8TAC0	P01112
Q9Y605	P01112
Q8NDH6-2	P01112
Q96LL4	P01112
Q8TBY0	P01112
Q495M9	P01112
Q96I34	P01112
Q96CS2	P01112
Q96HB5	P01112
Q6PF05	P01112
intact:EBI-25855266	P01112
intact:EBI-25843264	P01112
Q86W54-2	P01112
Q8WUX9	P01112
Q9GZM8	P01112
Q8NA54	P01112
Q8IUR5-4	P01112
Q9Y4W6	P54652
Q00613	Q8NFB2
Q00613	Q96CM3
Q06547-3	P54652
Q00613	O14744
Q8N4C7	P01112
Q00613	Q13352
intact:EBI-25836264	P01112
Q6ZMY6-2	Q00613
Q8IV36	P01112
Q9Y4F5-3	P01112
Q8IXN7	P01112
Q494V2-2	P01112
Q00613	Q14693
Q9GZQ8	P0DMV8
intact:EBI-25856799	Q00613
P11684	Q00613
Q00613	Q9UNY5
Q00613	Q9UIH9
O15534	P54652
P54652	Q99683
P54652	P15407
P54652	Q9NNX6-10
Q06547-2	P54652
P54652	P30301
P54652	Q13562
P54652	P49459
P54652	Q15973
P54652	Q92782-2
P54652	O14544
P54652	Q92530
P54652	O60636
P54652	Q8TBE0
P54652	Q92615
Q9UHI5	P54652
P54652	Q14181
P54652	Q58EX7-2
P54652	Q9NSA1
P54652	Q9HD47-3
P54652	Q9H1D9
P54652	Q9UBL3
O60506-4	P54652
P54652	Q96EY1-3
P54652	P05455
O43504	P54652
Q6DHV7-2	P54652
P54652	Q5SXH7-1
P54652	Q8WUX9
P54652	Q7Z7C8-2
Q6P597	P54652
P54652	Q96DX5
P54652	Q9BYN7-2
P54652	Q96MA6
intact:EBI-25835866	P54652
P54652	Q8WUU4
P54652	Q8N0U2
P54652	Q496A3
Q8N2H9-4	P54652
P54652	Q66PJ3-4
P54652	Q9NX94
Q96FT7-4	P54652
P54652	Q9NUC0
intact:EBI-25852558	P54652
P54652	Q6GQQ9-2
Q53R41	P54652
Q8N5Z5	P54652
P54652	Q9BRR0
P54652	P79522
intact:EBI-25835796	P54652
P54652	Q3KNS6-3
P54652	Q0VD86
P54652	Q7Z6I5
P02489	P04792
O15287	P04792
Q14847-2	P04792
O94778	P04792
P08865	P04792
Q6PF05	P11021
P04792	Q16611
Q86WV5	P04792
Q9ULD4-2	P11021
Q13404	P11021
P01040	P04792
P15976-2	P04792
Q9Y4F5-3	P54652
P08758	P04792
Q9NXX0	P04792
O77932	P04792
Q15486	P11021
Q06136	P04792
Q6P587-2	P04792
P13928	P04792
P36406	P04792
P61244-4	P04792
Q14005-2	P04792
Q9UHI5	P11021
Q03112-9	P04792
Q13573	P11021
P15313	P04792
P62244	P04792
Q92966	P04792
P62333	P04792
Q13569	P04792
P08195-4	P04792
intact:EBI-25848398	P04792
P51608	P04792
P36639-4	P04792
Q99683	P04792
Q9NSD5-3	P04792
Q5BJF6-2	P04792
O43741	P04792
P21980-2	P04792
O15381-5	P04792
P04792	P28062-2
Q99608	P04792
P62979	P04792
P47897	P04792
O15534	P04792
P11908	P04792
O95872	P04792
O95817	P04792
P0C870	P04792
Q86TN1	P04792
Q8IXS7	P04792
O60830	P04792
Q16670	P04792
P46379-2	P04792
A0A384ME25	P04792
Q86WV8	P04792
Q99614	P04792
P04792	O00757
Q14995	P04792
Q9UNS2	P04792
O00303	P04792
O75604-3	P04792
Q8N5U6	P04792
O75925	P04792
intact:EBI-22002556	P04792
Q6ZU52	P04792
Q86V28	P04792
intact:EBI-25857950	P04792
P04792	Q14457
P45880	P04792
P04792	intact:EBI-25870739
O00148	P04792
Q58EX7-2	P04792
Q9NP61	P04792
Q9H0W9-4	P04792
Q9Y2M5	P04792
Q9Y5P3	P04792
Q9UDY8-2	P04792
Q8N5V2	P04792
Q96DZ5	P04792
Q969T4	P04792
P04792	Q9HC96
intact:EBI-25831465	P04792
Q9UPM6	P04792
Q9UKP3-2	P04792
Q9H1D9	P04792
Q9NZJ9	P04792
Q14693	P04792
Q8NBJ7	P04792
Q9UIH9	P04792
Q99932-2	P04792
Q8NDP9	P04792
intact:EBI-25849442	P04792
Q9UNE7	P04792
Q92688	P04792
Q15049	P04792
Q49AJ0-4	P04792
P57682	P04792
Q5TAQ9-2	P04792
Q9Y3D0	P04792
Q9NSI6-4	P04792
Q9BRX2	P04792
intact:EBI-25835277	P04792
Q9UBQ0-2	intact:EBI-25853226
Q9NZC7-5	P04792
Q9NXC2	P04792
Q04323-2	P04792
Q8IUI8	P04792
Q6UY14-3	P04792
Q9Y575-3	P04792
Q9HBQ8	P04792
Q5VYS8-5	P04792
Q2QGD7	P04792
Q6UXG2-3	P04792
Q5VWN6	P04792
Q9Y4H4	P04792
Q6NXG1	P04792
intact:EBI-25843264	P04792
Q6NTF9-3	P04792
Q7L591-3	P04792
Q9NVX7-2	P04792
Q9H9Q2	P04792
Q71RG4-4	P04792
Q96FW1	P04792
intact:EBI-25835770	P04792
intact:EBI-25861384	P04792
Q9Y3Q8	P04792
A0A0A0MR05	P04792
B7Z3E8	P04792
Q8IUR5-4	P04792
intact:EBI-25831516	P04792
Q96SI1-2	P04792
Q9C004	P04792
Q9BPU6	P04792
Q17RD7-3	P04792
Q96FX8	P04792
Q96FT7-4	P04792
intact:EBI-25835796	P04792
Q9UF11-2	P04792
Q6GQQ9-2	P04792
intact:EBI-25849938	P04792
Q9NUL5-3	P04792
Q9NTN9-3	P04792
Q96EW2-2	P04792
Q9BQA1	P04792
Q8TCT7-2	P04792
Q96JB6	P04792
Q96A09	P04792
Q96GL9	P04792
Q17RN3	P04792
Q53NU3	P04792
Q8N8A2-2	P04792
intact:EBI-25835866	P04792
Q8IYI0	P04792
Q96K21	P04792
Q8IYN2	P04792
Q8WVN8	P04792
Q96LC9	P04792
Q8NA72-3	P04792
Q6XD76	P04792
Q6P1L5	P04792
Q96LB9	P04792
Q6RVD6	P04792
Q8TDP1	P04792
Q96N77-2	P04792
Q8TBF4	P04792
Q96D59	P04792
Q96MN9-2	P04792
Q8N594	P04792
Q8N5S9-2	P04792
Q9BUF5	P04792
Q8TC84	P04792
Q9BRX9	P04792
A0AVI4-2	P04792
Q9BS34	P04792
Q8N1A0	P04792
Q96PV6	P04792
Q8IZU1	P04792
Q8N448	P04792
Q96LL4	P04792
Q3SYF9	P04792
P04792	Q8N6F8
Q3SY46	P04792
Q66K80	P04792
Q6ZTN6-2	P04792
intact:EBI-25840120	P04792
Q8WZ19	P04792
intact:EBI-25839678	P04792
Q8NA54	P04792
intact:EBI-25859406	P04792
Q6ZR37	P04792
Q8NBM4-4	P04792
Q8N6K7-2	P04792
Q8WUY3	P04792
Q6PJW8-3	P04792
Q8IUC2	P04792
intact:EBI-25836274	P04792
P58304	P04792
Q9BV29	P07900
P07900	Q15438
P07900	Q9H0C5
Q6QEF8-4	P07900
Q9H6R7-2	P07900
Q8WUY3	P07900
P07900	P17612
P07900	Q9UQM7
Q96LI6-3	P07900
A0A1B0GWI1	P04792
P07900	Q92993-2
A2RU56	P04792
P07900	P35222
P07900	P06241
P07900	P10599
Q8NBF2-2	P04792
intact:EBI-25851697	P04792
Q7L8T7	P04792
Q7Z602	P04792
P07900	Q6UY14-3
intact:EBI-25836220	P04792
Q14194	P07900
P25685	O60907-2
O60784-2	P05556
P10809	Q9UMX3
Q06547-3	P25685
Q9BRX2	P05362
Q9UBQ0-2	P10809
P05362	Q99828
intact:EBI-25861394	P10809
Q6P4D5-2	P25685
P25685	P13051-2
P19544-6	P25685
Q06547-2	P25685
P10809	Q6NXG1
P10809	Q0VD86
Q13387-4	P05556
P10809	O77932
Q99944	P10809
Q9UBU7	P10809
Q8WUY3	P10809
Q14145	P05107
P10809	Q14847-2
P10809	Q12888
P10809	Q99504
P25685	Q03403
P10809	Q6ZQX7-4
Q8N7X4	P08238
P36406	P13473-2
Q8N5Z5	Q96BH6
P03952	O00746
O00233	P03952
P13473-2	P17655
P13473-2	P06276
intact:EBI-25850457	Q96BH6
P03952	Q8IYM2
P09525	P13473-2
P05107	intact:EBI-25850457
P05107	Q3SYB3
Q9UI10	P03952
Q9UMY4	P03952
P10809	P05412
P08195-4	Q96BH6
P55212	P13473-2
Q86WV5	P13473-2
Q9Y483-4	Q96BH6
P05412	Q8WTV0
P13473-2	O43772
P13473-2	intact:EBI-25834490
A0A384MDV8	P13473-2
P13473-2	P54687-4
O43829	Q96BH6
Q8N0U8	P03952
intact:EBI-10271580	P03952
P03952	Q8NFB2
P03952	O43493-5
Q8TAS3	P03952
P03952	C9J082
P13473-2	Q14032
P58304	Q96BH6
Q3SYB3	Q96BH6
P13473-2	P20807-4
Q13885	P05412
P05412	Q9UGL9
I6L9F6	P05412
P78563	P05412
P05412	P20042
P27986-2	P05412
P24863	P13473-2
P63000	P05412
P05412	intact:EBI-25872354
P02749	P13473-2
P40337-2	Q96BH6
